ID,Contract Valid Until,Loaned From,Release Clause,Work Rate
241566,2021,,€446K,Medium/ Medium
245150,2021,,€605K,High/ Low
243871,2019,,€631K,Medium/ Medium
236960,2019,,€587K,Medium/ Medium
243872,2019,,€631K,Medium/ Low
233377,"Jan 5, 2019",Coventry City,,Medium/ Medium
236961,2019,,€540K,High/ Low
244642,2021,,€399K,High/ Medium
245410,2021,,€656K,Medium/ Medium
243363,2021,,€486K,Medium/ Medium
244899,2021,,€249K,Low/ Medium
224421,2020,,€259K,Medium/ Medium
243878,2019,,€231K,Medium/ Medium
207528,2020,,€254K,Medium/ Medium
226728,2020,,€263K,Low/ High
242600,2021,,€431K,Medium/ Medium
237225,2021,,€340K,Low/ High
237737,2021,,€735K,Medium/ Medium
242346,2020,,€340K,Medium/ Medium
243626,2021,,€218K,Medium/ Medium
228779,2019,,€378K,Medium/ Medium
242603,2023,,€582K,Medium/ Medium
243371,2021,,€469K,Medium/ Medium
213676,2019,,€245K,Medium/ Medium
242092,2021,,€247K,Medium/ Medium
244140,2021,,€581K,Medium/ Medium
243885,2021,,€429K,Medium/ Medium
245165,,,,Medium/ Medium
242094,2020,,€163K,Medium/ Medium
238767,2019,,€514K,Medium/ Medium
239023,2019,,€594K,Medium/ Medium
212912,2023,,€232K,Low/ High
243121,2019,,€295K,Medium/ Medium
245426,2020,,€534K,Medium/ Medium
228019,2020,,€423K,Medium/ Medium
241332,2019,,€384K,Medium/ Medium
245428,2020,,€340K,Medium/ Medium
245940,2021,,€618K,Medium/ Medium
246196,2019,,€125K,Medium/ Medium
233142,2021,,€91K,Medium/ Medium
243126,2018,,€214K,High/ High
244662,2019,,€609K,Medium/ Medium
231351,2018,,€248K,Medium/ Medium
235703,2019,,€371K,Medium/ Medium
238775,2019,,€474K,Medium/ Medium
241335,2020,,€353K,Medium/ High
244919,2022,,€678K,Medium/ Medium
239800,2020,,€581K,Medium/ Medium
244920,2019,,€528K,Medium/ Medium
240059,2020,,€371K,High/ Medium
234941,"Jan 5, 2019",Bristol City,,High/ High
234177,2020,,€707K,Medium/ Low
244417,2019,,€488K,Medium/ Medium
239042,2019,,€333K,Medium/ Medium
230083,2019,,€707K,Medium/ Low
242118,"May 31, 2019",Club América,,Medium/ Medium
210119,2018,,€221K,Medium/ Medium
225991,2021,,€289K,High/ High
235719,"Dec 31, 2018",VfB Stuttgart,,Medium/ Medium
235975,2021,,€418K,Medium/ Low
244167,2020,,€326K,Medium/ Medium
240328,2021,,€315K,Medium/ Medium
240584,2019,,€264K,Medium/ Medium
194248,2021,,€63K,High/ Medium
243913,2021,,€514K,Medium/ Medium
236234,2019,,€494K,Medium/ Medium
239562,2019,,€330K,Medium/ Medium
241866,2018,,€314K,Medium/ Medium
182474,2018,,€172K,Medium/ Medium
201419,2019,,€260K,High/ High
240331,2019,,€429K,High/ Medium
242124,2018,,€63K,Medium/ High
242637,2018,,€350K,High/ Medium
219854,2020,,€219K,Medium/ Medium
231630,2019,,€332K,Medium/ Low
233678,2021,,€232K,Low/ Medium
239566,2019,,€281K,Medium/ High
242638,2018,,€350K,Medium/ Medium
244942,2021,,€368K,Medium/ Low
245454,2019,,€219K,Medium/ Medium
228047,2021,,€494K,Medium/ Medium
244688,2020,,€256K,Medium/ Medium
242385,2020,,€631K,High/ Medium
229586,2020,,€324K,Medium/ Medium
205267,2022,,€247K,Medium/ Medium
222931,2020,,€449K,Medium/ High
232403,2021,,€279K,Medium/ Medium
228052,2021,,€423K,High/ Medium
244692,2021,,€469K,Medium/ Medium
243669,2019,,€657K,High/ Medium
243670,2019,,€581K,Medium/ Medium
233687,2021,,€606K,Medium/ Medium
242391,2021,,€273K,Medium/ Medium
246234,2021,,€361K,High/ Low
233948,2022,,€423K,High/ Medium
241884,2021,,€276K,Medium/ Medium
176860,2018,,€13K,Medium/ Medium
245724,2021,,€361K,High/ Medium
225245,2019,,€350K,Medium/ Medium
244957,2021,,€295K,Medium/ Medium
245214,2021,,€264K,Medium/ Medium
210911,2022,,€224K,Medium/ Medium
229087,2020,,€293K,Low/ Medium
237279,2018,,€323K,Medium/ Medium
237535,2018,,€506K,Medium/ Medium
237536,2019,,€683K,Medium/ Medium
228577,2023,,€429K,Medium/ Medium
224482,2019,,€232K,Medium/ Medium
233442,2021,,€606K,Medium/ Medium
239330,2019,,€606K,Medium/ Medium
242658,2021,,€232K,Medium/ Medium
229347,2019,,€594K,Medium/ Medium
232675,"Jun 30, 2019",Al Hilal,,Low/ Medium
190179,2020,,€201K,Medium/ Medium
239332,2019,,€655K,High/ Low
243174,2021,,€163K,Medium/ Medium
243943,2019,,€457K,Medium/ Medium
193512,2021,,€228K,Medium/ Medium
245481,2021,,€501K,Medium/ Medium
244458,2020,,€248K,Medium/ Medium
245994,2021,,€656K,Medium/ Medium
242411,2020,,€676K,Medium/ Medium
240620,2019,,€371K,Medium/ Medium
233197,2019,,€423K,High/ High
236525,2019,,€172K,Medium/ Medium
246253,2021,,€483K,Medium/ Low
243950,2019,,€274K,Medium/ Medium
245230,2021,,€374K,Medium/ Medium
244975,2019,,€254K,Medium/ Medium
230896,2019,,€371K,Medium/ Medium
241649,2019,,€159K,Medium/ Medium
225778,2020,,€594K,Medium/ Medium
236530,"Jun 30, 2019",Huddersfield Town,,Medium/ Medium
242162,2020,,€305K,Medium/ Medium
243442,2021,,€477K,Low/ Medium
224499,2019,,€332K,Medium/ Medium
228596,"Jun 30, 2019",AFC Wimbledon,,Medium/ Medium
231924,2019,,€631K,Medium/ Medium
244212,2020,,€233K,Medium/ Medium
243701,2020,,€290K,High/ Medium
244725,2019,,€347K,Medium/ Medium
176631,2018,,€13K,Medium/ Medium
243959,2019,,€498K,Medium/ Medium
183031,2019,,€108K,Medium/ Medium
232696,2021,,€175K,Medium/ Medium
235768,2019,,€326K,Medium/ Low
244728,"Jun 30, 2019",ADO Den Haag,,Medium/ Medium
237305,2021,,€189K,Medium/ Medium
242169,2018,,€172K,High/ Medium
243449,2021,,€631K,Medium/ Medium
231674,2019,,€195K,Medium/ High
212475,2019,,€323K,Medium/ Medium
241915,2019,,€261K,High/ Medium
236796,2020,,€457K,Medium/ Medium
242428,2021,,€585K,Medium/ Medium
243964,2020,,€310K,Medium/ Medium
28157,2019,,€15K,Medium/ Medium
231933,,,,Medium/ Medium
233725,2019,,€238K,Medium/ Medium
235261,2023,,€525K,Medium/ Medium
235773,2021,,€312K,High/ Medium
241918,2019,,€225K,High/ Medium
231935,2020,,€232K,Medium/ Medium
244735,2021,,€332K,Medium/ Medium
232704,2021,,€563K,Medium/ Medium
236800,2020,,€564K,Medium/ Medium
242688,2021,,€447K,Medium/ High
242433,2021,,€457K,Medium/ Medium
242689,2021,,€176K,Medium/ Medium
226818,2018,,€383K,Low/ High
231939,2021,,€225K,High/ Low
242947,2021,,€512K,Medium/ Medium
245763,2020,,€273K,Medium/ Medium
221956,2019,,€248K,Medium/ Medium
230149,2019,,€234K,High/ Medium
233221,2021,,€395K,Medium/ Medium
242694,2019,,€431K,Medium/ Low
237831,2020,,€546K,High/ Medium
244999,2019,,€285K,Medium/ Medium
237576,2021,,€187K,Medium/ Medium
238602,"Jan 1, 2019",Rangers FC,,Medium/ Medium
244746,2021,,€570K,Medium/ Medium
234251,2019,,€357K,Medium/ High
241419,2020,,€638K,Medium/ Medium
184843,2020,,€140K,Medium/ High
232460,2021,,€189K,Medium/ High
245004,2021,,€254K,Medium/ Medium
245516,2022,,€410K,Medium/ Medium
245517,2022,,€259K,Medium/ Medium
245007,2020,,€198K,Medium/ Medium
240400,2021,,€477K,Medium/ Medium
242192,2021,,€108K,Medium/ Medium
242449,2019,,€295K,Medium/ Medium
243217,2021,,€172K,Medium/ Medium
234258,"Jan 15, 2019",Birmingham City,,Medium/ Medium
245523,2022,,€501K,Medium/ Medium
234261,"Jun 30, 2019",Blackburn Rovers,,Medium/ Medium
239125,2020,,€424K,Medium/ Medium
245781,2019,,€233K,Medium/ Medium
226838,2018,,€178K,Medium/ Medium
242198,2019,,€218K,Medium/ Medium
246294,2021,,€315K,High/ Medium
11800,2019,,€18K,Medium/ Medium
246297,2021,,€332K,Medium/ Medium
241434,2019,,€404K,High/ Medium
243482,2021,,€525K,Medium/ Medium
246042,2021,,€315K,Medium/ Medium
220187,2019,,€273K,Medium/ High
245019,2020,,€505K,Medium/ Medium
246299,2022,,€248K,Medium/ Medium
244508,2021,,€490K,Medium/ Medium
245276,"Jun 30, 2019",Al Ahli,,Medium/ Medium
245788,"Jan 1, 2019",Queens Park Rangers,,Medium/ Medium
246300,2021,,€395K,Low/ High
240669,2019,,€494K,Medium/ Medium
230942,2020,,€336K,Medium/ Medium
245536,2021,,€485K,Medium/ Medium
246305,2021,,€404K,Medium/ Medium
241954,2020,,€352K,Medium/ Low
223011,2019,,€215K,Medium/ Medium
243235,2021,,€272K,High/ Medium
233252,2021,,€217K,Medium/ Medium
242468,2021,,€217K,High/ Medium
224550,2018,,€245K,Low/ Medium
242728,2019,,€272K,Medium/ Medium
229674,2019,,€273K,High/ Medium
239146,2021,,€468K,Medium/ Medium
228139,2023,,€221K,Medium/ Medium
244011,2019,,€311K,Medium/ Medium
244780,2020,,€198K,Medium/ Medium
245804,2022,,€578K,High/ Low
246316,2019,,€218K,Medium/ Low
244013,2019,,€297K,Medium/ Medium
227630,2021,,€546K,Medium/ Low
243502,2021,,€186K,Medium/ Medium
237615,2019,,€150K,Medium/ Medium
202800,2018,,€163K,Medium/ Medium
245553,2019,,€499K,Medium/ Medium
235058,2020,,€259K,Medium/ Medium
244275,2020,,€667K,High/ Medium
243764,2020,,€587K,Medium/ Medium
220981,2019,,€146K,High/ Medium
225845,2023,,€217K,Medium/ Medium
239926,2021,,€225K,Medium/ Medium
227895,2019,,€280K,Medium/ Medium
239927,2019,,€180K,Medium/ Medium
199480,2018,,€155K,Medium/ Low
242488,2021,,€248K,Medium/ Medium
245816,2021,,€264K,Medium/ Medium
226105,2020,,€352K,Medium/ Medium
234297,2019,,€400K,Medium/ Medium
245049,2021,,€233K,Medium/ Medium
243258,2019,,€480K,Medium/ Medium
243259,2019,,€404K,Medium/ Medium
243260,2020,,€340K,Medium/ Medium
246077,2019,,€186K,High/ Medium
232767,2019,,€255K,Low/ Medium
234815,2019,,€312K,Medium/ Medium
246335,2021,,€575K,Medium/ Medium
235072,2018,,€179K,High/ Medium
240192,2018,,€160K,Medium/ Medium
236358,2019,,€530K,High/ Low
245318,2022,,€396K,Low/ Medium
226120,2019,,€153K,Medium/ Medium
243273,2021,,€501K,Medium/ Medium
244042,2019,,€457K,High/ Low
232267,2018,,€245K,Low/ High
208460,2020,,€183K,Medium/ Medium
233804,"Jan 30, 2019",Bristol City,,Medium/ High
242252,2020,,€160K,Medium/ Medium
237645,2021,,€454K,Medium/ Medium
241997,2018,,€353K,High/ Low
203598,2020,,€237K,Medium/ Low
244558,2021,,€442K,Medium/ Medium
245070,2019,,€404K,Medium/ High
240208,2019,,€219K,Medium/ Medium
244048,2021,,€490K,Medium/ Medium
244816,2019,,€231K,Medium/ Medium
243281,2020,,€404K,Medium/ Medium
245329,2021,,€203K,Medium/ Medium
246353,2019,,€272K,High/ Medium
246609,2021,,€468K,Medium/ Medium
165458,2018,,€62K,Low/ High
236882,2019,,€627K,Medium/ Medium
239698,2020,,€297K,Medium/ Medium
244306,"Jun 30, 2019",Sheffield United,,Medium/ Medium
245074,2021,,€174K,Medium/ Medium
234324,2019,,€267K,Medium/ Medium
237652,2020,,€454K,Medium/ Medium
241236,"Jun 30, 2019",Bristol City,,High/ High
243540,2019,,€425K,Medium/ Medium
239445,2019,,€480K,High/ Medium
239958,2019,,€248K,High/ Medium
238167,2019,,€332K,Medium/ Medium
242007,2019,,€273K,Medium/ Medium
233048,2019,,€520K,Medium/ Medium
228953,2020,,€172K,Medium/ Medium
236890,"May 31, 2019",Melbourne City FC,,Medium/ Medium
237659,2021,,€225K,High/ Medium
238171,2019,,€247K,Medium/ Medium
232540,2021,,€159K,Low/ Medium
244060,2020,,€280K,Medium/ Medium
244830,2021,,€395K,Low/ High
162911,2019,,€53K,Medium/ Medium
244831,2021,,€323K,High/ Medium
244320,2020,,€210K,Medium/ Medium
245088,2022,,€222K,Medium/ Medium
246112,2020,,€572K,Medium/ Medium
238177,2020,,€578K,Medium/ Medium
244065,2021,,€546K,Medium/ Medium
242531,2021,,€375K,Medium/ Medium
244067,2022,,€451K,Medium/ Medium
233060,2020,,€455K,Medium/ Medium
244580,2021,,€323K,Medium/ Medium
225382,2018,,€171K,Medium/ Low
231526,2019,,€437K,Medium/ Medium
237926,2020,,€413K,Medium/ Medium
245606,2020,,€690K,Medium/ Low
237929,2019,,€254K,Medium/ Medium
241259,2018,,€237K,Medium/ Low
245355,2021,,€352K,Low/ Medium
227948,"Jun 30, 2019",Oxford United,,Medium/ Medium
235884,2020,,€232K,Medium/ High
244076,2021,,€415K,Medium/ Medium
237933,2021,,€480K,Medium/ Medium
244077,2020,,€394K,Medium/ Medium
224622,2020,,€154K,Medium/ Medium
225134,2021,,€380K,Medium/ Medium
234095,2019,,€232K,Medium/ Medium
237423,2021,,€371K,Medium/ Low
239729,2020,,€157K,Medium/ Medium
220530,2023,,€273K,Medium/ Medium
233842,2021,,€454K,Medium/ Medium
239474,2019,,€264K,Medium/ Medium
223091,2019,,€263K,High/ Medium
234611,2019,,€215K,Medium/ Medium
245363,2019,,€457K,Medium/ Low
239989,2018,,€428K,Medium/ Medium
245365,2019,,€436K,Medium/ Medium
237430,2021,,€145K,Medium/ Medium
240502,2021,,€273K,Medium/ Medium
22391,2018,,€62K,Medium/ Medium
193911,,,,Medium/ Medium
194679,2019,,€146K,Medium/ Medium
237176,2019,,€493K,Medium/ Medium
239480,2020,,€298K,Medium/ Medium
239736,2021,,€247K,Medium/ Medium
235897,2021,,€296K,Medium/ Medium
226429,2020,,€581K,Medium/ Medium
242558,2021,,€352K,Medium/ Low
227967,2020,,€223K,Medium/ Medium
234111,2019,,€578K,Medium/ Medium
241279,2020,,€413K,Medium/ Medium
242047,2022,,€523K,Medium/ Medium
243583,2021,,€237K,High/ Medium
222848,2019,,€293K,High/ High
240768,"Jan 6, 2019",Sheffield United,,High/ Medium
241024,2020,,€391K,Medium/ Medium
245376,2021,,€415K,High/ Medium
245632,2019,,€480K,Medium/ Medium
246400,2019,,€228K,Medium/ Medium
240514,2019,,€380K,Medium/ Medium
243842,2019,,€293K,Medium/ Medium
245379,2021,,€667K,Medium/ Medium
237188,2021,,€404K,Medium/ Medium
244612,2021,,€465K,Medium/ Medium
213893,2020,,€254K,Medium/ Medium
224645,2018,,€336K,Medium/ Medium
232325,"Jun 30, 2019",Al Nassr,,Medium/ Medium
232837,2019,,€232K,Medium/ Medium
236677,2018,,€395K,Medium/ Medium
231046,2020,,€252K,Medium/ Medium
240262,2020,,€247K,Medium/ Medium
234631,2019,,€232K,High/ Medium
244104,2020,,€214K,Medium/ Medium
244616,2021,,€621K,Medium/ Low
246408,2021,,€248K,Medium/ Medium
240777,"Jun 30, 2019",Fiorentina,,Medium/ Medium
243593,"Jun 30, 2019",Stade Rennais FC,,Medium/ Medium
231562,2021,,€54K,Medium/ Medium
242061,2021,,€225K,Medium/ High
2702,2019,,€53K,High/ Low
234894,2018,,€413K,Medium/ Medium
237710,2019,,€523K,Medium/ Medium
232335,2022,,€278K,Medium/ Medium
242319,2020,,€288K,Medium/ Medium
241296,2020,,€329K,Medium/ Medium
232081,2018,,€221K,High/ Medium
239762,2023,,€202K,Medium/ Medium
242322,2019,,€293K,Medium/ Medium
223379,2020,,€218K,Medium/ Medium
221588,,,,Low/ Medium
229269,2020,,€332K,High/ High
240533,"Jun 30, 2019",FC Zürich,,Medium/ Medium
226454,"Jun 30, 2019",Brighton & Hove Albion,,Medium/ Medium
239510,2019,,€245K,Medium/ Medium
240535,2020,,€475K,Medium/ Medium
246423,2021,,€446K,Medium/ Medium
233368,2019,,€556K,Medium/ Medium
231065,2020,,€281K,High/ Medium
229274,2020,,€254K,Medium/ Medium
243354,2021,,€263K,Medium/ Medium
155547,2018,,€75K,Medium/ Medium
241307,2019,,€172K,Medium/ Medium
244379,2020,,€322K,Medium/ Medium
224413,2018,,€185K,Medium/ Medium
246429,2019,,€248K,Medium/ Medium
237470,2020,,€315K,Low/ Medium
213151,2023,,€234K,High/ Medium
228255,2022,,€308K,Medium/ Medium
228767,2019,,€546K,Medium/ Medium
230815,2021,,€455K,High/ Medium
233375,2019,,€280K,Medium/ High
246431,2021,,€512K,Medium/ Medium
241314,2019,,€259K,Medium/ Medium
208291,2020,,€332K,Medium/ Medium
213667,2019,,€234K,Medium/ Medium
235939,2019,,€231K,Medium/ Medium
242596,2021,,€238K,Medium/ Medium
239781,2021,,€261K,High/ Medium
245413,2021,,€512K,Medium/ Medium
237479,2021,,€480K,Medium/ Medium
223912,2023,,€336K,Medium/ Medium
245416,"Jun 30, 2019",Al Hilal,,Medium/ Medium
222121,2021,,€329K,Medium/ Medium
228009,2019,,€186K,High/ Medium
232362,2019,,€264K,Medium/ Medium
236459,2019,,€143K,High/ Medium
244141,2021,,€499K,High/ Medium
239534,"Jun 30, 2019",FC Midtjylland,,Medium/ Medium
242862,2021,,€278K,High/ Low
245167,,,,High/ Medium
242352,2021,,€372K,Medium/ Medium
244400,2019,,€297K,Medium/ Medium
232113,2021,,€108K,Medium/ Medium
228018,2021,,€376K,Medium/ High
240562,2019,,€688K,High/ Medium
231603,2019,,€203K,Medium/ Medium
231859,2018,,€158K,Medium/ Medium
246452,2021,,€333K,Medium/ Medium
220853,2019,,€312K,Medium/ Medium
239797,2019,,€160K,Medium/ Medium
242613,2020,,€395K,Medium/ Medium
245173,2021,,€395K,Low/ High
245685,2021,,€394K,Medium/ Medium
243894,2021,,€231K,Medium/ Medium
233655,2019,,€505K,Medium/ Medium
243895,2021,,€264K,Medium/ Medium
244407,2023,,€572K,Medium/ Low
235704,2019,,€457K,Medium/ Medium
242104,2020,,€186K,Medium/ Medium
213690,2019,,€293K,High/ Medium
229050,2021,,€505K,High/ Medium
234682,2020,,€215K,Medium/ Medium
239546,2020,,€231K,Medium/ Medium
244922,2020,,€280K,High/ Medium
231356,2019,,€203K,High/ High
232893,2021,,€13K,Low/ Medium
241342,2018,,€353K,Medium/ Medium
228799,2020,,€232K,Medium/ Medium
231615,"Jan 12, 2019",Derby County,,Medium/ Medium
243647,2020,,€264K,Medium/ Medium
234944,2019,,€231K,Medium/ Medium
246464,2020,,€280K,Medium/ Medium
186305,2020,,€165K,Medium/ Medium
225986,2023,,€312K,High/ Low
236994,2021,,€255K,High/ Medium
245698,2021,,€442K,Low/ High
240068,2019,,€315K,Medium/ Low
240580,2021,,€545K,Medium/ Medium
244932,2021,,€488K,High/ Medium
242117,2020,,€342K,High/ Medium
243141,2021,,€174K,Medium/ Medium
212167,2020,,€312K,Medium/ Medium
233161,2018,,€232K,Medium/ Medium
240329,2019,,€490K,Medium/ Low
245449,2021,,€186K,Medium/ High
240074,2020,,€264K,Medium/ Medium
240586,2021,,€304K,Medium/ Medium
235979,2019,,€256K,Medium/ Medium
244683,2021,,€214K,Medium/ Low
236748,2019,,€133K,Medium/ Medium
241356,2019,,€336K,Medium/ Medium
227278,2020,,€218K,Medium/ High
241614,2020,,€455K,Medium/ Medium
244174,2019,,€451K,Medium/ Medium
213967,2019,,€183K,Medium/ Medium
236495,2020,,€536K,Medium/ Medium
219344,2019,,€17K,Medium/ Medium
235216,2020,,€546K,Medium/ Medium
233425,2019,,€368K,Medium/ Medium
243153,2021,,€455K,Medium/ Medium
232402,2019,,€232K,Low/ High
243922,2020,,€214K,Medium/ Medium
233939,2019,,€475K,Medium/ Medium
243667,2020,,€556K,High/ Medium
245715,2021,,€821K,Medium/ Medium
236244,2019,,€312K,Medium/ Medium
244180,2019,,€248K,Medium/ Medium
240086,2020,,€436K,Medium/ Medium
235479,"Jun 30, 2019",Al Ittihad,,Medium/ Medium
235991,2022,,€468K,Medium/ Medium
244951,2021,,€304K,Medium/ High
242137,2019,,€296K,Medium/ Medium
242393,2021,,€529K,Medium/ Medium
243929,2019,,€143K,Low/ Medium
239835,2023,,€431K,Medium/ Medium
232668,2019,,€273K,Medium/ Medium
236252,2020,,€286K,Medium/ Medium
237020,2022,,€304K,Medium/ Medium
242140,2021,,€259K,Low/ Medium
203742,2019,,€256K,Medium/ Medium
243678,2021,,€461K,Medium/ Medium
231647,2019,,€155K,Medium/ Medium
239839,"Jun 30, 2019",Roma,,High/ Low
240863,2019,,€530K,Medium/ Medium
242655,2020,,€499K,Medium/ Medium
232416,2021,,€125K,Medium/ Medium
182240,2020,,€129K,Medium/ Medium
232673,2021,,€209K,Medium/ Medium
102881,2020,,€13K,Medium/ Medium
246241,2020,,€513K,Medium/ Medium
243682,2018,,€468K,High/ Medium
243427,2021,,€667K,Medium/ Medium
240612,2019,,€351K,High/ Medium
236005,2021,,€221K,Medium/ Medium
240101,2021,,€217K,Medium/ Medium
243173,2021,,€247K,High/ Medium
206567,"Jan 2, 2019",Morecambe,,Medium/ Medium
243687,2020,,€237K,Medium/ Medium
244199,2019,,€231K,Medium/ Medium
225001,2019,,€293K,Low/ Low
237545,2021,,€604K,Medium/ Medium
243177,2021,,€415K,Medium/ Medium
225770,2019,,€338K,Medium/ Medium
243178,2019,,€499K,Medium/ Medium
240107,2021,,€512K,Medium/ Medium
240363,2021,,€186K,Medium/ Low
242923,2021,,€447K,Medium/ Medium
244203,2020,,€273K,Medium/ Medium
242413,2020,,€490K,High/ Medium
183533,2021,,€164K,Medium/ Medium
229358,2019,,€264K,High/ Medium
244974,2021,,€475K,Medium/ Medium
246254,2021,,€572K,Medium/ Medium
243951,2019,,€237K,Medium/ Medium
236785,"Jun 30, 2019",Norwich City,,Medium/ Medium
241905,2021,,€418K,Medium/ Medium
236788,2020,,€351K,High/ Medium
243445,2021,,€490K,Medium/ Medium
246261,2021,,€446K,Medium/ Medium
243702,2021,,€522K,Medium/ Medium
206327,2018,,€155K,Medium/ Medium
239607,2019,,€353K,Low/ Low
229368,"Jan 1, 2019",Fulham,,Medium/ Medium
238840,"Jun 30, 2019",Middlesbrough,,Medium/ Medium
245752,2021,,€600K,Medium/ Medium
238841,2021,,€523K,High/ Low
241402,2021,,€176K,Medium/ Medium
245499,2021,,€419K,Medium/ High
243196,2020,,€530K,Medium/ Medium
246012,2021,,€356K,Medium/ Medium
206077,2018,,€179K,Medium/ Medium
239358,"Jan 12, 2019",Queens Park Rangers,,Medium/ Medium
244222,2019,,€281K,Medium/ Medium
245246,2021,,€248K,Medium/ Medium
225280,2021,,€176K,Medium/ Medium
237824,2021,,€171K,Medium/ Medium
245504,2019,,€480K,Medium/ Medium
226561,2019,,€273K,Medium/ Medium
234497,2021,,€312K,Medium/ High
231682,2019,,€263K,Medium/ Medium
211203,2019,,€215K,Medium/ Medium
224515,2021,,€174K,High/ Medium
234499,2021,,€202K,Medium/ Low
243717,2021,,€113K,Medium/ Medium
243718,2020,,€198K,Medium/ Medium
237575,2019,,€319K,Medium/ Medium
238343,2020,,€366K,Medium/ Medium
237321,"Jun 30, 2019",FC Red Bull Salzburg,,Medium/ Medium
237833,"Jan 11, 2019",Cardiff City,,High/ High
241418,2020,,€306K,Medium/ High
231179,2021,,€173K,Medium/ Medium
246283,2021,,€238K,High/ Medium
242956,2021,,€217K,Medium/ Medium
239629,2021,,€465K,Medium/ High
231182,2019,,€404K,Medium/ High
232206,"Dec 31, 2018",Universidad de Chile,,Medium/ Medium
238606,2021,,€232K,High/ Low
242446,2021,,€187K,Medium/ Medium
214032,2023,,€186K,Medium/ Medium
244241,2019,,€468K,Medium/ Medium
244498,2020,,€81K,Medium/ Medium
234259,"Jun 30, 2019",Blackburn Rovers,,Medium/ High
236564,2022,,€264K,Medium/ Medium
245268,2021,,€455K,Medium/ Medium
244501,2020,,€128K,Medium/ Medium
229142,2019,,€254K,High/ Medium
245014,2019,,€374K,Medium/ Medium
244759,2021,,€300K,Medium/ Medium
181015,2021,,€63K,Medium/ Medium
241944,2020,,€451K,Medium/ Medium
242200,2021,,€160K,Medium/ Medium
239385,2018,,€171K,Medium/ Medium
243481,2021,,€428K,Medium/ Medium
242203,2019,,€204K,Low/ High
242715,2021,,€126K,Medium/ Medium
232476,2021,,€133K,Medium/ High
238620,2019,,€332K,Medium/ Medium
243740,2020,,€215K,Medium/ Medium
244254,2019,,€186K,Medium/ Medium
244512,2020,,€157K,Medium/ Medium
231457,2020,,€428K,Medium/ Medium
240673,"Jan 1, 2019",Wigan Athletic,,High/ Medium
243490,2021,,€171K,Medium/ Medium
241955,2020,,€189K,Medium/ Medium
227620,2018,,€210K,Medium/ Medium
235046,2019,,€273K,Medium/ Medium
222503,2019,,€234K,Medium/ Medium
244519,2019,,€231K,Medium/ Low
244775,2021,,€140K,Medium/ Medium
245799,2020,,€264K,Low/ Medium
200744,2019,,€219K,Medium/ Medium
210728,2022,,€164K,Medium/ Medium
240424,2019,,€259K,Medium/ Medium
243240,2021,,€296K,Medium/ Low
227881,2020,,€451K,Medium/ Medium
245033,2020,,€383K,High/ Medium
225068,2019,,€263K,Medium/ Medium
214317,2019,,€186K,Medium/ Low
245807,2023,,€429K,Medium/ Medium
241200,2021,,€218K,High/ Medium
239410,2021,,€182K,Medium/ Medium
240946,2019,,€551K,Medium/ Medium
233011,2020,,€375K,High/ Low
244277,2020,,€493K,High/ Medium
242230,2018,,€435K,Medium/ Medium
228664,2018,,€218K,Medium/ Medium
244281,2019,,€332K,Medium/ Medium
240187,2020,,€338K,Medium/ Medium
244028,2021,,€198K,Medium/ Medium
237885,2021,,€365K,Low/ Medium
237886,2019,,€500K,Medium/ Low
244286,2020,,€293K,Medium/ Medium
242495,2021,,€186K,Medium/ Medium
226112,2018,,€193K,Medium/ Medium
228928,2020,,€234K,Low/ Medium
239424,2020,,€198K,Medium/ Medium
246593,2019,,€452K,Medium/ Medium
241219,2018,,€232K,Medium/ Medium
234820,2021,,€413K,High/ Medium
243524,2020,,€450K,Medium/ Medium
231237,2019,,€131K,Medium/ Medium
240965,2019,,€267K,High/ Medium
242245,2020,,€266K,Medium/ Medium
239942,2021,,€465K,Medium/ Medium
232007,2021,,€140K,Medium/ Medium
191559,2021,,€78K,Medium/ Medium
244552,2021,,€495K,Medium/ Medium
210762,2022,,€209K,Medium/ Medium
230730,2020,,€455K,Medium/ High
245068,2021,,€375K,Medium/ Medium
245580,2019,,€198K,Medium/ Medium
240207,2020,,€306K,Medium/ Medium
224593,2019,,€149K,Medium/ Medium
225873,2018,,€245K,Medium/ Medium
234066,2021,,€338K,Medium/ Medium
238930,2019,,€215K,Medium/ Medium
244818,2022,,€356K,Medium/ Medium
236371,2020,,€253K,Medium/ Medium
244563,2020,,€451K,Medium/ Medium
237653,2021,,€217K,Medium/ Low
243286,2022,,€182K,Medium/ Medium
232536,2021,,€119K,Medium/ Medium
227929,2020,,€273K,Medium/ Medium
233050,,,,Medium/ Medium
203099,2020,,€201K,Medium/ Medium
232539,2021,,€25K,Medium/ Medium
243035,2019,,€270K,Medium/ Medium
235101,2020,,€356K,Medium/ Medium
242525,2021,,€231K,Medium/ Medium
245085,2021,,€185K,Medium/ Medium
242526,2020,,€171K,Medium/ Medium
245854,2019,,€231K,Medium/ Medium
245599,2019,,€334K,Medium/ Medium
228192,,,,Medium/ Medium
240224,"Dec 31, 2018",CD Everton de Viña del Mar,,Medium/ Medium
242272,2021,,€254K,Medium/ Medium
240737,2021,,€437K,Low/ High
231267,"Jun 30, 2019",Crystal Palace,,Medium/ Medium
242276,2022,,€336K,Medium/ Medium
243813,2020,,€480K,Medium/ Medium
231270,2019,,€215K,High/ Medium
237415,2022,,€404K,Medium/ Medium
