ID,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
221486,23.0,21.0,63.0,53.0,26.0,29.0,37.0,24.0,40.0,48.0,48.0,52.0,47.0,48.0,40.0,49.0,62.0,65.0,72.0,42.0,63.0,54.0,28.0,32.0,36.0,53.0,58.0,61.0,55.0
242222,39.0,31.0,44.0,66.0,53.0,64.0,55.0,55.0,63.0,66.0,67.0,64.0,70.0,48.0,69.0,58.0,66.0,54.0,48.0,56.0,66.0,51.0,47.0,57.0,49.0,51.0,57.0,53.0,56.0
232239,61.0,61.0,46.0,57.0,52.0,62.0,49.0,46.0,43.0,64.0,63.0,67.0,69.0,47.0,74.0,63.0,75.0,51.0,44.0,58.0,28.0,24.0,62.0,56.0,57.0,56.0,21.0,22.0,17.0
240175,44.0,52.0,57.0,65.0,35.0,68.0,42.0,41.0,61.0,67.0,56.0,55.0,66.0,60.0,66.0,62.0,55.0,54.0,62.0,40.0,58.0,48.0,32.0,64.0,54.0,62.0,42.0,42.0,34.0
242223,33.0,61.0,56.0,52.0,48.0,55.0,35.0,31.0,34.0,62.0,64.0,69.0,60.0,60.0,54.0,56.0,70.0,67.0,69.0,54.0,35.0,19.0,60.0,37.0,60.0,52.0,12.0,17.0,12.0
242479,42.0,65.0,61.0,64.0,41.0,66.0,35.0,36.0,58.0,63.0,72.0,73.0,68.0,40.0,70.0,62.0,63.0,65.0,61.0,32.0,58.0,29.0,61.0,55.0,53.0,53.0,35.0,30.0,28.0
245551,52.0,27.0,46.0,35.0,27.0,55.0,25.0,31.0,23.0,60.0,68.0,67.0,55.0,58.0,74.0,26.0,58.0,69.0,56.0,22.0,52.0,61.0,44.0,36.0,40.0,35.0,56.0,65.0,63.0
231472,56.0,21.0,57.0,54.0,25.0,52.0,31.0,29.0,51.0,50.0,71.0,67.0,65.0,51.0,68.0,37.0,76.0,63.0,67.0,20.0,51.0,57.0,23.0,50.0,38.0,57.0,61.0,64.0,60.0
241456,33.0,60.0,61.0,53.0,55.0,55.0,41.0,32.0,32.0,54.0,63.0,64.0,50.0,53.0,63.0,64.0,65.0,51.0,73.0,56.0,63.0,24.0,57.0,51.0,68.0,53.0,15.0,22.0,21.0
205361,52.0,37.0,52.0,59.0,36.0,54.0,38.0,33.0,54.0,59.0,68.0,64.0,64.0,59.0,67.0,44.0,69.0,77.0,66.0,32.0,63.0,62.0,46.0,52.0,40.0,55.0,49.0,57.0,58.0
242225,39.0,44.0,60.0,60.0,30.0,45.0,33.0,35.0,55.0,59.0,50.0,52.0,54.0,60.0,65.0,49.0,61.0,54.0,62.0,35.0,60.0,61.0,39.0,58.0,43.0,43.0,60.0,58.0,55.0
216114,52.0,28.0,62.0,54.0,37.0,50.0,48.0,35.0,46.0,51.0,58.0,64.0,60.0,56.0,60.0,58.0,72.0,62.0,70.0,26.0,58.0,63.0,34.0,29.0,40.0,61.0,57.0,63.0,59.0
228658,67.0,29.0,42.0,57.0,38.0,63.0,63.0,57.0,42.0,57.0,66.0,60.0,60.0,55.0,65.0,47.0,60.0,68.0,57.0,44.0,52.0,58.0,42.0,47.0,35.0,50.0,59.0,60.0,58.0
234290,25.0,16.0,59.0,58.0,25.0,47.0,23.0,24.0,47.0,54.0,45.0,52.0,41.0,57.0,43.0,31.0,56.0,55.0,80.0,18.0,58.0,55.0,27.0,32.0,31.0,56.0,56.0,58.0,56.0
224307,55.0,30.0,50.0,59.0,29.0,57.0,33.0,30.0,51.0,60.0,69.0,70.0,71.0,56.0,59.0,32.0,61.0,61.0,56.0,28.0,48.0,54.0,44.0,46.0,39.0,41.0,59.0,58.0,60.0
245811,45.0,62.0,71.0,50.0,51.0,54.0,31.0,27.0,34.0,57.0,53.0,53.0,53.0,47.0,47.0,65.0,67.0,57.0,64.0,53.0,55.0,18.0,63.0,47.0,60.0,54.0,20.0,25.0,23.0
231476,45.0,28.0,47.0,61.0,29.0,57.0,32.0,33.0,58.0,59.0,53.0,54.0,53.0,57.0,78.0,48.0,42.0,58.0,68.0,32.0,54.0,59.0,39.0,58.0,37.0,45.0,57.0,59.0,57.0
233524,61.0,64.0,54.0,51.0,49.0,57.0,44.0,50.0,42.0,63.0,82.0,71.0,74.0,47.0,70.0,54.0,61.0,64.0,68.0,59.0,49.0,35.0,61.0,49.0,57.0,56.0,24.0,32.0,31.0
233780,27.0,23.0,57.0,43.0,29.0,30.0,29.0,33.0,28.0,45.0,45.0,53.0,45.0,56.0,44.0,42.0,54.0,71.0,81.0,22.0,52.0,60.0,34.0,36.0,40.0,58.0,58.0,61.0,59.0
237876,60.0,40.0,59.0,60.0,45.0,59.0,46.0,48.0,58.0,58.0,76.0,71.0,77.0,60.0,81.0,60.0,56.0,59.0,43.0,42.0,52.0,40.0,58.0,53.0,59.0,50.0,37.0,53.0,55.0
245556,13.0,10.0,15.0,20.0,7.0,15.0,12.0,14.0,22.0,11.0,15.0,22.0,38.0,51.0,49.0,18.0,59.0,30.0,35.0,8.0,25.0,10.0,11.0,50.0,15.0,37.0,11.0,13.0,14.0
202549,44.0,29.0,55.0,53.0,42.0,37.0,38.0,25.0,49.0,56.0,50.0,50.0,56.0,53.0,43.0,44.0,64.0,69.0,80.0,43.0,63.0,56.0,36.0,41.0,38.0,54.0,56.0,58.0,53.0
229685,18.0,11.0,18.0,28.0,15.0,17.0,16.0,15.0,21.0,24.0,44.0,46.0,38.0,56.0,50.0,21.0,54.0,33.0,52.0,11.0,22.0,16.0,9.0,29.0,22.0,44.0,29.0,12.0,11.0
235573,63.0,24.0,47.0,59.0,27.0,66.0,47.0,30.0,58.0,63.0,76.0,74.0,66.0,55.0,71.0,28.0,62.0,58.0,61.0,29.0,52.0,55.0,40.0,40.0,40.0,40.0,52.0,55.0,56.0
243254,58.0,39.0,32.0,60.0,38.0,65.0,48.0,48.0,52.0,65.0,72.0,60.0,64.0,49.0,63.0,37.0,58.0,66.0,57.0,42.0,44.0,35.0,54.0,50.0,34.0,35.0,53.0,28.0,22.0
212535,65.0,23.0,59.0,59.0,24.0,49.0,25.0,19.0,45.0,53.0,59.0,59.0,50.0,51.0,59.0,33.0,77.0,64.0,78.0,20.0,60.0,58.0,36.0,40.0,45.0,60.0,66.0,58.0,54.0
232759,56.0,27.0,41.0,57.0,28.0,62.0,47.0,29.0,46.0,61.0,66.0,68.0,67.0,53.0,74.0,48.0,58.0,62.0,58.0,45.0,59.0,59.0,39.0,41.0,40.0,57.0,57.0,61.0,60.0
243513,36.0,10.0,62.0,40.0,30.0,40.0,32.0,28.0,40.0,42.0,54.0,55.0,54.0,44.0,60.0,52.0,78.0,64.0,64.0,36.0,44.0,58.0,18.0,27.0,38.0,54.0,58.0,68.0,68.0
245561,12.0,9.0,11.0,15.0,11.0,11.0,12.0,15.0,21.0,17.0,14.0,23.0,35.0,57.0,48.0,18.0,60.0,20.0,45.0,10.0,18.0,10.0,9.0,52.0,16.0,28.0,7.0,12.0,13.0
230714,55.0,57.0,49.0,60.0,45.0,57.0,47.0,47.0,55.0,65.0,77.0,75.0,67.0,60.0,78.0,57.0,60.0,70.0,72.0,55.0,57.0,54.0,56.0,55.0,51.0,59.0,56.0,54.0,45.0
239930,40.0,41.0,57.0,63.0,37.0,58.0,43.0,39.0,60.0,59.0,64.0,66.0,68.0,56.0,58.0,61.0,79.0,70.0,69.0,43.0,54.0,54.0,50.0,55.0,42.0,52.0,56.0,58.0,60.0
227899,20.0,17.0,20.0,37.0,18.0,21.0,20.0,18.0,29.0,24.0,40.0,41.0,37.0,60.0,55.0,25.0,56.0,26.0,69.0,13.0,27.0,27.0,12.0,25.0,21.0,40.0,27.0,18.0,21.0
228667,59.0,42.0,38.0,65.0,42.0,60.0,57.0,52.0,62.0,64.0,62.0,64.0,66.0,52.0,71.0,64.0,55.0,70.0,64.0,47.0,55.0,44.0,53.0,60.0,57.0,62.0,52.0,49.0,43.0
232507,11.0,9.0,14.0,21.0,5.0,8.0,10.0,13.0,25.0,11.0,31.0,19.0,26.0,47.0,37.0,24.0,50.0,45.0,69.0,7.0,19.0,10.0,12.0,38.0,12.0,22.0,12.0,10.0,13.0
244027,38.0,56.0,64.0,53.0,51.0,42.0,32.0,49.0,42.0,55.0,62.0,55.0,63.0,60.0,62.0,71.0,55.0,86.0,69.0,61.0,75.0,54.0,42.0,49.0,60.0,49.0,63.0,64.0,58.0
236348,56.0,50.0,38.0,52.0,45.0,60.0,39.0,33.0,49.0,58.0,87.0,85.0,69.0,57.0,76.0,60.0,37.0,54.0,52.0,38.0,27.0,17.0,50.0,51.0,52.0,45.0,29.0,22.0,27.0
243004,24.0,21.0,49.0,45.0,23.0,35.0,21.0,24.0,29.0,53.0,65.0,64.0,44.0,55.0,50.0,40.0,66.0,65.0,73.0,22.0,41.0,59.0,24.0,32.0,31.0,48.0,70.0,58.0,60.0
243516,41.0,29.0,48.0,59.0,33.0,53.0,42.0,42.0,60.0,64.0,65.0,63.0,65.0,55.0,66.0,50.0,58.0,60.0,65.0,36.0,60.0,57.0,35.0,57.0,39.0,48.0,63.0,57.0,58.0
223805,30.0,27.0,61.0,43.0,33.0,43.0,35.0,32.0,40.0,49.0,55.0,56.0,36.0,58.0,70.0,49.0,70.0,66.0,69.0,28.0,64.0,62.0,28.0,31.0,41.0,55.0,52.0,61.0,60.0
235325,26.0,21.0,59.0,45.0,26.0,37.0,27.0,27.0,42.0,45.0,58.0,43.0,48.0,56.0,56.0,46.0,60.0,40.0,71.0,24.0,62.0,59.0,31.0,31.0,40.0,50.0,58.0,60.0,58.0
245565,52.0,57.0,57.0,50.0,49.0,61.0,59.0,50.0,41.0,59.0,71.0,78.0,64.0,58.0,60.0,65.0,61.0,51.0,68.0,52.0,49.0,27.0,53.0,55.0,58.0,51.0,21.0,30.0,27.0
241214,27.0,19.0,58.0,52.0,22.0,34.0,29.0,22.0,41.0,43.0,74.0,72.0,54.0,51.0,65.0,34.0,76.0,59.0,66.0,21.0,51.0,56.0,23.0,33.0,37.0,46.0,61.0,65.0,58.0
245566,37.0,23.0,61.0,49.0,31.0,40.0,37.0,33.0,40.0,48.0,65.0,69.0,55.0,52.0,60.0,55.0,64.0,52.0,65.0,30.0,60.0,55.0,31.0,44.0,42.0,53.0,58.0,64.0,61.0
187454,62.0,55.0,59.0,59.0,23.0,60.0,56.0,56.0,58.0,50.0,66.0,61.0,62.0,56.0,54.0,31.0,68.0,60.0,85.0,54.0,57.0,55.0,64.0,67.0,61.0,56.0,45.0,62.0,59.0
191806,60.0,48.0,47.0,58.0,45.0,54.0,47.0,48.0,55.0,55.0,59.0,59.0,61.0,60.0,58.0,49.0,59.0,66.0,65.0,52.0,59.0,55.0,54.0,53.0,43.0,45.0,62.0,60.0,58.0
199744,29.0,34.0,59.0,52.0,28.0,41.0,23.0,35.0,50.0,47.0,55.0,51.0,52.0,57.0,50.0,44.0,42.0,59.0,82.0,33.0,68.0,55.0,26.0,34.0,26.0,50.0,54.0,58.0,57.0
214080,48.0,26.0,47.0,53.0,23.0,52.0,32.0,30.0,46.0,55.0,71.0,70.0,78.0,56.0,79.0,24.0,85.0,69.0,64.0,29.0,55.0,54.0,48.0,40.0,36.0,47.0,60.0,59.0,64.0
223040,14.0,19.0,12.0,22.0,14.0,13.0,20.0,20.0,19.0,23.0,58.0,58.0,52.0,55.0,48.0,22.0,53.0,25.0,48.0,20.0,23.0,25.0,16.0,40.0,16.0,38.0,19.0,19.0,18.0
240448,54.0,55.0,31.0,60.0,38.0,62.0,52.0,32.0,54.0,58.0,70.0,71.0,81.0,55.0,75.0,54.0,35.0,62.0,44.0,57.0,55.0,52.0,53.0,54.0,49.0,49.0,55.0,55.0,52.0
240704,33.0,21.0,28.0,44.0,26.0,22.0,41.0,48.0,52.0,37.0,45.0,59.0,47.0,62.0,60.0,40.0,67.0,53.0,62.0,25.0,42.0,38.0,18.0,66.0,25.0,62.0,40.0,29.0,33.0
242752,35.0,29.0,57.0,43.0,30.0,32.0,30.0,33.0,33.0,37.0,55.0,61.0,47.0,51.0,66.0,41.0,68.0,55.0,59.0,30.0,50.0,62.0,28.0,36.0,45.0,46.0,63.0,64.0,65.0
246592,50.0,49.0,56.0,64.0,43.0,61.0,53.0,48.0,60.0,63.0,50.0,47.0,53.0,60.0,65.0,59.0,62.0,47.0,47.0,51.0,55.0,55.0,60.0,59.0,47.0,60.0,49.0,58.0,54.0
212033,17.0,15.0,17.0,27.0,12.0,11.0,14.0,12.0,16.0,20.0,37.0,33.0,42.0,55.0,22.0,23.0,31.0,24.0,38.0,16.0,22.0,16.0,12.0,30.0,20.0,40.0,12.0,14.0,17.0
156481,60.0,57.0,65.0,64.0,26.0,54.0,23.0,64.0,63.0,62.0,41.0,42.0,33.0,50.0,67.0,58.0,60.0,50.0,59.0,23.0,62.0,59.0,43.0,62.0,46.0,45.0,46.0,66.0,58.0
235329,61.0,26.0,52.0,58.0,25.0,59.0,57.0,33.0,50.0,60.0,60.0,74.0,81.0,53.0,72.0,25.0,78.0,63.0,54.0,26.0,79.0,51.0,49.0,48.0,35.0,44.0,62.0,59.0,58.0
244801,31.0,63.0,66.0,41.0,56.0,52.0,34.0,36.0,30.0,57.0,50.0,56.0,51.0,60.0,49.0,66.0,61.0,54.0,73.0,55.0,61.0,20.0,53.0,53.0,53.0,48.0,28.0,22.0,21.0
223810,53.0,57.0,55.0,60.0,48.0,60.0,42.0,43.0,55.0,60.0,66.0,66.0,64.0,59.0,65.0,54.0,60.0,75.0,59.0,56.0,36.0,56.0,52.0,60.0,55.0,45.0,54.0,57.0,52.0
220995,54.0,40.0,55.0,58.0,38.0,51.0,48.0,44.0,54.0,57.0,69.0,73.0,69.0,57.0,65.0,57.0,65.0,69.0,75.0,43.0,59.0,62.0,55.0,49.0,45.0,51.0,59.0,57.0,61.0
238659,56.0,44.0,48.0,64.0,46.0,60.0,47.0,46.0,57.0,63.0,66.0,68.0,78.0,49.0,76.0,51.0,69.0,75.0,53.0,42.0,57.0,60.0,42.0,62.0,48.0,60.0,52.0,57.0,47.0
243779,58.0,25.0,53.0,58.0,23.0,54.0,30.0,31.0,53.0,57.0,74.0,67.0,72.0,58.0,71.0,31.0,73.0,67.0,66.0,25.0,62.0,56.0,39.0,43.0,37.0,40.0,56.0,57.0,56.0
239940,38.0,25.0,62.0,55.0,34.0,47.0,32.0,29.0,53.0,49.0,56.0,54.0,48.0,57.0,63.0,48.0,70.0,55.0,62.0,34.0,53.0,53.0,31.0,36.0,42.0,50.0,61.0,62.0,58.0
242757,55.0,56.0,41.0,52.0,48.0,65.0,44.0,42.0,57.0,58.0,73.0,71.0,83.0,54.0,86.0,58.0,72.0,69.0,44.0,44.0,56.0,30.0,51.0,53.0,48.0,51.0,30.0,25.0,31.0
243525,45.0,46.0,50.0,62.0,37.0,66.0,43.0,45.0,55.0,63.0,60.0,58.0,62.0,61.0,58.0,61.0,60.0,67.0,63.0,53.0,59.0,57.0,47.0,54.0,39.0,48.0,43.0,56.0,44.0
213318,50.0,20.0,66.0,55.0,33.0,46.0,36.0,30.0,51.0,52.0,68.0,67.0,48.0,48.0,46.0,50.0,75.0,75.0,78.0,29.0,71.0,59.0,36.0,45.0,39.0,57.0,54.0,62.0,58.0
212295,54.0,45.0,41.0,57.0,35.0,62.0,46.0,35.0,54.0,59.0,75.0,75.0,90.0,54.0,85.0,52.0,83.0,72.0,45.0,43.0,47.0,46.0,49.0,56.0,47.0,54.0,45.0,48.0,43.0
222025,32.0,64.0,60.0,38.0,54.0,48.0,40.0,30.0,35.0,54.0,59.0,62.0,58.0,55.0,62.0,63.0,62.0,58.0,78.0,58.0,29.0,23.0,62.0,44.0,61.0,46.0,36.0,22.0,23.0
232265,47.0,34.0,54.0,55.0,33.0,54.0,34.0,42.0,54.0,56.0,66.0,69.0,77.0,50.0,51.0,38.0,67.0,74.0,73.0,49.0,60.0,56.0,51.0,47.0,47.0,50.0,57.0,61.0,56.0
233289,31.0,62.0,58.0,42.0,50.0,59.0,42.0,30.0,35.0,62.0,65.0,74.0,49.0,46.0,76.0,59.0,66.0,61.0,76.0,51.0,60.0,20.0,56.0,51.0,62.0,54.0,19.0,24.0,24.0
213834,54.0,50.0,42.0,57.0,41.0,61.0,58.0,46.0,54.0,50.0,82.0,83.0,81.0,55.0,77.0,57.0,69.0,67.0,57.0,54.0,35.0,25.0,55.0,54.0,57.0,56.0,37.0,32.0,28.0
242506,54.0,28.0,49.0,45.0,27.0,51.0,27.0,29.0,20.0,48.0,75.0,89.0,77.0,64.0,90.0,22.0,66.0,72.0,59.0,28.0,64.0,58.0,47.0,35.0,31.0,46.0,52.0,58.0,53.0
225355,44.0,39.0,47.0,59.0,39.0,52.0,39.0,42.0,53.0,58.0,72.0,64.0,81.0,52.0,92.0,57.0,83.0,89.0,33.0,45.0,58.0,58.0,50.0,55.0,46.0,51.0,56.0,63.0,62.0
238155,53.0,36.0,58.0,58.0,32.0,58.0,37.0,36.0,42.0,56.0,70.0,76.0,60.0,56.0,61.0,48.0,66.0,69.0,74.0,46.0,70.0,55.0,41.0,32.0,57.0,50.0,54.0,59.0,56.0
242763,26.0,21.0,50.0,48.0,26.0,30.0,21.0,26.0,32.0,40.0,64.0,60.0,52.0,52.0,68.0,34.0,67.0,62.0,58.0,17.0,53.0,64.0,23.0,30.0,36.0,56.0,73.0,62.0,60.0
246603,10.0,8.0,12.0,27.0,5.0,8.0,10.0,13.0,25.0,19.0,37.0,38.0,36.0,51.0,43.0,17.0,59.0,29.0,62.0,5.0,26.0,10.0,10.0,22.0,18.0,51.0,10.0,13.0,12.0
225868,31.0,14.0,18.0,27.0,15.0,29.0,32.0,20.0,17.0,30.0,48.0,46.0,32.0,48.0,55.0,39.0,54.0,41.0,66.0,11.0,25.0,25.0,12.0,31.0,22.0,40.0,15.0,15.0,19.0
228685,53.0,55.0,50.0,49.0,34.0,62.0,47.0,41.0,39.0,59.0,95.0,93.0,72.0,40.0,80.0,79.0,76.0,73.0,69.0,54.0,32.0,18.0,49.0,56.0,50.0,52.0,22.0,31.0,34.0
243277,30.0,21.0,54.0,39.0,31.0,31.0,31.0,33.0,30.0,38.0,61.0,52.0,50.0,49.0,73.0,42.0,71.0,60.0,56.0,30.0,49.0,62.0,33.0,30.0,41.0,51.0,63.0,72.0,62.0
185165,55.0,59.0,73.0,60.0,48.0,61.0,42.0,42.0,49.0,60.0,56.0,56.0,63.0,62.0,39.0,57.0,80.0,75.0,74.0,62.0,74.0,49.0,63.0,56.0,61.0,54.0,49.0,57.0,58.0
232014,51.0,60.0,69.0,59.0,59.0,61.0,44.0,23.0,49.0,59.0,70.0,73.0,65.0,53.0,67.0,66.0,73.0,50.0,77.0,55.0,69.0,30.0,64.0,58.0,50.0,52.0,53.0,42.0,27.0
194894,19.0,11.0,14.0,17.0,16.0,21.0,22.0,22.0,12.0,19.0,22.0,21.0,55.0,48.0,40.0,13.0,55.0,22.0,24.0,12.0,14.0,27.0,11.0,22.0,14.0,42.0,20.0,17.0,16.0
208719,12.0,15.0,16.0,23.0,16.0,18.0,19.0,16.0,24.0,24.0,33.0,31.0,37.0,50.0,37.0,25.0,49.0,43.0,80.0,17.0,21.0,11.0,11.0,25.0,21.0,31.0,8.0,17.0,16.0
219983,16.0,18.0,20.0,25.0,19.0,18.0,21.0,12.0,27.0,23.0,49.0,41.0,37.0,52.0,65.0,19.0,56.0,41.0,55.0,15.0,25.0,24.0,12.0,14.0,30.0,42.0,20.0,20.0,14.0
223823,18.0,15.0,19.0,39.0,15.0,21.0,21.0,16.0,34.0,26.0,48.0,47.0,35.0,55.0,53.0,33.0,54.0,34.0,74.0,18.0,24.0,15.0,9.0,43.0,22.0,30.0,13.0,12.0,9.0
211792,59.0,27.0,59.0,53.0,24.0,46.0,35.0,32.0,42.0,52.0,62.0,63.0,59.0,57.0,53.0,41.0,69.0,72.0,64.0,26.0,55.0,59.0,43.0,37.0,36.0,56.0,58.0,60.0,58.0
245840,56.0,65.0,57.0,49.0,58.0,65.0,56.0,45.0,47.0,60.0,71.0,66.0,70.0,59.0,68.0,56.0,66.0,64.0,56.0,57.0,45.0,19.0,56.0,58.0,57.0,63.0,23.0,20.0,18.0
236369,43.0,33.0,65.0,43.0,34.0,32.0,29.0,22.0,46.0,47.0,69.0,71.0,47.0,57.0,37.0,40.0,68.0,71.0,75.0,18.0,54.0,56.0,37.0,34.0,34.0,54.0,54.0,60.0,61.0
242002,58.0,57.0,42.0,61.0,45.0,64.0,52.0,45.0,53.0,62.0,74.0,73.0,62.0,50.0,59.0,64.0,40.0,67.0,62.0,41.0,38.0,31.0,52.0,51.0,59.0,56.0,30.0,43.0,37.0
245330,12.0,8.0,14.0,28.0,6.0,6.0,10.0,11.0,25.0,15.0,50.0,40.0,56.0,61.0,52.0,21.0,71.0,27.0,53.0,9.0,17.0,16.0,8.0,42.0,21.0,42.0,10.0,12.0,14.0
246354,51.0,10.0,50.0,49.0,32.0,49.0,41.0,28.0,40.0,47.0,53.0,52.0,54.0,44.0,54.0,55.0,71.0,58.0,67.0,36.0,71.0,57.0,18.0,27.0,38.0,54.0,55.0,65.0,62.0
53842,63.0,53.0,49.0,62.0,46.0,54.0,66.0,63.0,61.0,63.0,43.0,37.0,56.0,64.0,56.0,64.0,52.0,40.0,55.0,59.0,53.0,50.0,56.0,62.0,60.0,74.0,50.0,58.0,55.0
232531,51.0,45.0,47.0,66.0,54.0,61.0,60.0,53.0,63.0,64.0,69.0,59.0,59.0,57.0,62.0,58.0,47.0,71.0,64.0,43.0,41.0,31.0,55.0,58.0,48.0,63.0,50.0,52.0,57.0
237395,36.0,19.0,53.0,53.0,30.0,32.0,36.0,31.0,36.0,43.0,55.0,48.0,49.0,51.0,53.0,40.0,68.0,51.0,76.0,29.0,56.0,56.0,29.0,32.0,39.0,56.0,57.0,65.0,62.0
242259,47.0,45.0,39.0,64.0,39.0,61.0,53.0,49.0,63.0,61.0,67.0,69.0,62.0,53.0,65.0,58.0,60.0,49.0,56.0,47.0,54.0,51.0,55.0,63.0,45.0,60.0,38.0,54.0,52.0
244307,40.0,62.0,58.0,59.0,55.0,60.0,45.0,45.0,39.0,59.0,60.0,64.0,58.0,52.0,69.0,59.0,71.0,57.0,59.0,59.0,50.0,18.0,59.0,50.0,65.0,58.0,24.0,20.0,18.0
139348,34.0,51.0,62.0,63.0,53.0,46.0,51.0,60.0,59.0,59.0,31.0,33.0,55.0,50.0,68.0,61.0,73.0,62.0,69.0,55.0,48.0,56.0,44.0,53.0,54.0,52.0,57.0,65.0,59.0
226132,53.0,27.0,43.0,57.0,30.0,52.0,40.0,29.0,55.0,53.0,58.0,57.0,62.0,55.0,62.0,21.0,60.0,67.0,69.0,29.0,49.0,57.0,45.0,39.0,37.0,49.0,59.0,65.0,64.0
224597,47.0,62.0,65.0,59.0,51.0,59.0,48.0,44.0,47.0,61.0,65.0,77.0,51.0,55.0,44.0,62.0,58.0,62.0,72.0,55.0,47.0,20.0,59.0,55.0,61.0,52.0,38.0,32.0,23.0
240725,52.0,21.0,55.0,55.0,31.0,53.0,35.0,32.0,48.0,55.0,76.0,61.0,64.0,56.0,64.0,45.0,70.0,58.0,66.0,27.0,64.0,57.0,23.0,45.0,52.0,43.0,59.0,63.0,65.0
245333,60.0,58.0,51.0,60.0,48.0,64.0,47.0,36.0,52.0,60.0,69.0,66.0,70.0,40.0,68.0,68.0,62.0,61.0,60.0,61.0,42.0,25.0,60.0,56.0,54.0,55.0,20.0,27.0,29.0
246101,35.0,22.0,59.0,42.0,30.0,41.0,28.0,32.0,33.0,39.0,67.0,65.0,42.0,46.0,64.0,43.0,73.0,62.0,55.0,29.0,60.0,59.0,23.0,32.0,39.0,45.0,63.0,64.0,62.0
234070,54.0,40.0,41.0,61.0,41.0,60.0,40.0,42.0,58.0,63.0,65.0,62.0,60.0,59.0,70.0,45.0,55.0,67.0,61.0,42.0,55.0,56.0,53.0,57.0,46.0,55.0,55.0,57.0,56.0
235606,13.0,6.0,14.0,17.0,9.0,10.0,13.0,12.0,19.0,12.0,27.0,27.0,25.0,56.0,45.0,17.0,62.0,25.0,53.0,8.0,25.0,13.0,5.0,45.0,16.0,40.0,20.0,11.0,11.0
224855,11.0,43.0,41.0,70.0,45.0,61.0,59.0,56.0,66.0,63.0,62.0,65.0,58.0,58.0,69.0,58.0,57.0,62.0,64.0,42.0,40.0,40.0,46.0,56.0,53.0,60.0,43.0,51.0,53.0
241239,62.0,63.0,49.0,66.0,58.0,57.0,50.0,44.0,63.0,55.0,72.0,73.0,81.0,45.0,68.0,65.0,52.0,38.0,48.0,49.0,32.0,15.0,62.0,51.0,50.0,44.0,23.0,22.0,23.0
244567,11.0,5.0,12.0,27.0,6.0,12.0,14.0,14.0,29.0,11.0,22.0,28.0,32.0,54.0,39.0,19.0,54.0,24.0,71.0,7.0,28.0,13.0,6.0,40.0,13.0,39.0,9.0,12.0,12.0
182359,14.0,15.0,25.0,40.0,18.0,12.0,19.0,24.0,39.0,10.0,38.0,52.0,62.0,63.0,53.0,17.0,62.0,31.0,61.0,17.0,41.0,15.0,17.0,61.0,23.0,55.0,25.0,20.0,17.0
240472,34.0,21.0,58.0,39.0,25.0,42.0,29.0,26.0,35.0,44.0,59.0,61.0,64.0,54.0,63.0,33.0,67.0,38.0,67.0,23.0,52.0,52.0,29.0,31.0,28.0,58.0,69.0,61.0,63.0
245848,34.0,25.0,59.0,38.0,32.0,29.0,36.0,33.0,32.0,36.0,66.0,66.0,56.0,50.0,49.0,41.0,74.0,62.0,73.0,22.0,48.0,56.0,44.0,36.0,41.0,46.0,60.0,65.0,60.0
202841,57.0,37.0,55.0,54.0,29.0,55.0,46.0,46.0,56.0,52.0,76.0,72.0,64.0,59.0,63.0,51.0,59.0,73.0,65.0,42.0,58.0,54.0,62.0,55.0,40.0,50.0,48.0,57.0,58.0
205145,47.0,42.0,43.0,62.0,48.0,63.0,46.0,40.0,56.0,62.0,69.0,67.0,70.0,62.0,61.0,53.0,33.0,71.0,35.0,47.0,41.0,40.0,55.0,59.0,56.0,63.0,32.0,54.0,42.0
238937,45.0,25.0,66.0,61.0,25.0,49.0,32.0,37.0,58.0,54.0,55.0,53.0,56.0,53.0,55.0,40.0,57.0,76.0,71.0,30.0,61.0,54.0,34.0,46.0,42.0,45.0,61.0,58.0,55.0
219482,14.0,18.0,14.0,25.0,10.0,16.0,15.0,11.0,30.0,22.0,32.0,31.0,40.0,52.0,40.0,23.0,58.0,24.0,52.0,13.0,39.0,12.0,5.0,40.0,23.0,41.0,19.0,15.0,14.0
246106,58.0,27.0,53.0,57.0,27.0,65.0,33.0,34.0,35.0,60.0,62.0,65.0,59.0,58.0,61.0,32.0,60.0,64.0,50.0,34.0,45.0,55.0,56.0,33.0,44.0,51.0,53.0,62.0,60.0
238683,60.0,28.0,48.0,55.0,26.0,62.0,34.0,28.0,48.0,58.0,75.0,75.0,70.0,52.0,66.0,40.0,75.0,73.0,64.0,26.0,53.0,53.0,38.0,52.0,28.0,55.0,56.0,58.0,55.0
245339,30.0,27.0,58.0,52.0,30.0,34.0,35.0,31.0,55.0,47.0,72.0,76.0,42.0,51.0,58.0,45.0,65.0,64.0,75.0,28.0,49.0,53.0,30.0,38.0,40.0,50.0,58.0,64.0,63.0
226140,54.0,60.0,54.0,63.0,48.0,60.0,62.0,55.0,63.0,61.0,48.0,49.0,58.0,57.0,65.0,63.0,62.0,73.0,70.0,57.0,70.0,59.0,60.0,62.0,55.0,61.0,33.0,63.0,60.0
