ID,Name,Age,Nationality,Height,Weight,Body Type,Skill Moves,Preferred Foot,Position
232281,J. Victoria,22,Colombia,5'5,154lbs,Normal,2.0,Right,ST
237657,E. Orona,19,Mexico,5'11,159lbs,Lean,2.0,Right,CB
242777,K. Yamaguchi,22,Japan,5'9,154lbs,Lean,2.0,Right,ST
237146,Angel Sánchez,20,Spain,5'10,154lbs,Normal,2.0,Right,LM
243802,B. Kindsvater,25,Germany,5'9,148lbs,Lean,2.0,Left,RM
224859,N. Laursen,20,Denmark,6'1,154lbs,Normal,3.0,Left,ST
233051,L. Bolton,18,England,5'9,159lbs,Normal,3.0,Right,RM
223580,R. Miller,29,England,5'9,168lbs,Normal,2.0,Left,LS
228188,P. Kotal,24,India,5'10,163lbs,Normal,2.0,Right,RB
229468,F. Saavedra,21,Chile,5'8,148lbs,Lean,3.0,Left,LB
238684,J. Lorch,22,Germany,6'2,174lbs,Lean,2.0,Right,RB
243549,M. Hosseini,22,Iran,6'0,168lbs,Stocky,2.0,Right,LCB
244573,I. Aguilar,20,Mexico,5'10,165lbs,Normal,2.0,Right,CDM
239710,Gorka Giralt,22,Spain,6'3,174lbs,Lean,1.0,Left,GK
203615,T. Kainz,25,Austria,5'9,154lbs,Normal,2.0,Right,RB
213344,D. Barnes,22,England,6'4,172lbs,Normal,1.0,Left,GK
242528,T. Buitink,18,Netherlands,5'9,150lbs,Normal,2.0,Right,ST
243808,H. Eisa,25,Burkina Faso,6'2,172lbs,Normal,2.0,Right,ST
221281,D. Hyam,22,Scotland,6'2,154lbs,Lean,2.0,Right,LCB
224097,T. Denton,22,England,5'9,146lbs,Lean,2.0,Left,LB
176737,B. Ziegenbein,32,Germany,5'9,159lbs,Stocky,3.0,Right,RM
246113,Adrià Pedrosa,20,Spain,5'9,152lbs,Normal,2.0,Left,LB
231522,A. Stadler,30,United States,5'10,157lbs,Lean,2.0,Right,ST
232290,Li Xiaoming,22,China PR,6'0,163lbs,Lean,2.0,Right,CB
240738,R. Muhammed,24,France,6'0,181lbs,Normal,2.0,Right,RS
237411,M. Al Mania,22,Saudi Arabia,6'1,161lbs,Lean,2.0,Right,ST
244835,A. López,21,Mexico,5'8,146lbs,Lean,3.0,Left,LW
208485,L. Ralte,25,India,5'8,157lbs,Lean,2.0,Left,LW
227173,M. Payares,23,Colombia,6'0,159lbs,Normal,2.0,Right,CB
238949,F. Sucsuz,22,Turkey,5'8,148lbs,Lean,3.0,Left,LM
242534,C. Cásseres Jr,18,Venezuela,5'9,150lbs,Normal,3.0,Right,CM
183142,K. Etuhu,30,Nigeria,6'1,157lbs,Normal,2.0,Right,CM
210791,A. Al Saleh,28,Saudi Arabia,6'0,172lbs,Lean,1.0,Right,GK
224615,Zheng Dalun,24,China PR,5'7,148lbs,Normal,3.0,Right,RM
225383,H. Charsley,21,Republic of Ireland,5'10,141lbs,Lean,3.0,Right,LM
236391,Giovanni,19,Spain,5'5,123lbs,Lean,2.0,Right,ST
238695,M. Barnofsky,23,Germany,6'3,179lbs,Lean,2.0,Right,CB
223080,H. Dunk,27,England,6'0,161lbs,Lean,2.0,Left,LM
239464,T. Galdames,19,Chile,5'10,154lbs,Normal,2.0,Left,LB
191336,S. Ando,27,Japan,6'1,174lbs,Lean,1.0,Right,GK
228457,A. Dabasse,24,France,6'2,174lbs,Normal,2.0,Left,ST
235369,S. Mladenovic,24,Norway,5'10,143lbs,Lean,3.0,Right,LW
214634,J. Hessenthaler,24,England,5'9,141lbs,Lean,2.0,Right,RCM
228970,Fran Sánchez,28,Spain,5'10,154lbs,Normal,2.0,Left,LM
234858,M. Funk,22,Germany,6'2,194lbs,Normal,1.0,Right,GK
236394,S. Amuzie,22,Nigeria,6'1,187lbs,Normal,2.0,Left,LB
236906,C. Villanueva,19,Chile,5'7,150lbs,Lean,3.0,Right,CAM
241258,Wang Fan,31,China PR,5'10,163lbs,Lean,2.0,Left,LB
138091,A. Egholm,35,Denmark,6'2,190lbs,Stocky,2.0,Right,CB
236651,B. Koglin,21,Germany,6'1,174lbs,Normal,2.0,Left,CB
238955,D. Tuma,22,Germany,5'10,154lbs,Lean,2.0,Left,LM
215660,J. Thorsen,28,Denmark,6'0,174lbs,Normal,2.0,Right,RCM
243308,Álex Dos Santos,19,Brazil,6'1,172lbs,Normal,1.0,Right,GK
245100,M. Awoudja,20,Germany,6'2,190lbs,Normal,2.0,Right,CB
222829,S. Brodersen,21,Germany,6'2,183lbs,Normal,1.0,Right,GK
228461,Ryu Jae Moon,24,Korea Republic,6'0,159lbs,Normal,2.0,Right,LCM
245357,L. Alzugaray,28,Argentina,5'7,150lbs,Normal,3.0,Left,CAM
244078,I. Franjic,20,Croatia,6'0,165lbs,Lean,4.0,Right,CAM
226415,M. Mara,21,Guinea,5'9,141lbs,Normal,2.0,Right,LM
238703,A. Brorsson,19,Sweden,6'2,179lbs,Lean,2.0,Right,CB
242543,O. Petrak,27,Croatia,6'1,183lbs,Normal,2.0,Right,RDM
243055,Rafael Camacho,18,Portugal,5'9,143lbs,Lean,3.0,Right,CAM
246127,P. Will,19,Germany,6'1,170lbs,Normal,3.0,Left,CM
237936,A. Dønnum,20,Norway,5'10,161lbs,Normal,3.0,Left,RM
214641,S. Tanser,23,England,6'0,143lbs,Lean,2.0,Left,LB
227185,K. Danielak,26,Poland,5'7,146lbs,Normal,2.0,Right,RM
235633,Y. Diouf,18,France,6'2,165lbs,Lean,1.0,Right,GK
239985,Brian Torres,21,Spain,6'0,170lbs,Normal,2.0,Right,CB
228210,L. Jackson,23,Australia,6'4,183lbs,Normal,2.0,Left,LB
237170,Aitor Lorea,20,Spain,5'7,150lbs,Lean,2.0,Right,RM
240242,A. Pinga,20,Switzerland,6'1,190lbs,Stocky,2.0,Right,ST
231539,N. Andereggen,18,Argentina,5'9,157lbs,Lean,2.0,Left,ST
239731,M. Ambrosiewicz,20,Poland,6'0,165lbs,Normal,2.0,Right,CM
241523,M. Forss,19,Finland,6'1,143lbs,Normal,2.0,Right,ST
242035,B. Álvarez,22,Mexico,5'9,159lbs,Normal,2.0,Left,LB
242803,P. Michael,20,Nigeria,6'1,183lbs,Normal,2.0,Right,ST
189811,J. Wallace,26,England,5'11,183lbs,Stocky,2.0,Right,CM
228212,A. Helmersen,20,Norway,6'3,181lbs,Lean,2.0,Left,ST
244085,A. Yildirim,23,Germany,5'11,165lbs,Normal,2.0,Right,ST
243318,Ángel López,21,Spain,5'11,165lbs,Normal,2.0,Left,LM
204151,D. Byrtek,27,Poland,6'4,185lbs,Normal,2.0,Right,CB
224887,D. Telford,21,England,5'9,159lbs,Lean,2.0,Left,ST
174199,S. Old,32,New Zealand,6'3,187lbs,Normal,2.0,Right,CB
244855,H. Tifner,21,Argentina,5'9,157lbs,Normal,2.0,Right,CAM
191863,Jiang Jiajun,28,China PR,6'0,161lbs,Normal,2.0,Right,RB
237688,S. Erimuya,20,Nigeria,6'3,165lbs,Normal,2.0,Right,CB
238456,F. Obilor,27,Nigeria,6'1,209lbs,Normal,2.0,Right,RCB
243832,K. Partida,23,United States,5'8,150lbs,Normal,2.0,Left,LB
238969,R. Laidlaw,25,Scotland,6'7,187lbs,Normal,1.0,Right,GK
244601,S. van Hooijdonk,18,Netherlands,6'1,176lbs,Normal,2.0,Right,LM
232826,F. Mac Allister,22,Argentina,5'9,157lbs,Normal,3.0,Right,CM
225915,A. Fontana,22,Argentina,5'9,159lbs,Normal,2.0,Right,ST
234107,E. Ojeda,20,Argentina,5'11,159lbs,Lean,2.0,Right,CM
234619,Y. Mamilonne,26,France,6'3,187lbs,Normal,2.0,Right,ST
235387,B. Gaye,20,Gambia,6'4,192lbs,Lean,1.0,Right,GK
246139,Iñaki Peña,19,Spain,6'0,172lbs,Lean,1.0,Right,GK
219260,F. Dornebusch,23,Germany,6'4,196lbs,Normal,1.0,Right,GK
242556,F. Arbeláez,21,Colombia,5'11,157lbs,Lean,2.0,Left,LB
244348,E. Gutiérrez,22,Mexico,5'9,148lbs,Normal,2.0,Right,RB
244349,J. Vásquez,19,Mexico,6'0,159lbs,Lean,2.0,Left,CB
192125,T. Björkström,27,Sweden,5'11,168lbs,Normal,2.0,Right,RB
216190,J. McCourt,22,England,5'10,150lbs,Normal,2.0,Right,CM
224894,Álex Mozo,23,Spain,5'5,137lbs,Normal,3.0,Right,CM
239742,J. Klinsmann,21,United States,6'4,185lbs,Lean,1.0,Right,GK
245630,Y. Fofana,19,France,5'9,152lbs,Normal,3.0,Right,CDM
215423,K. Koussou,26,Germany,5'7,141lbs,Lean,3.0,Right,RM
237695,M. Ortega,23,Mexico,6'4,163lbs,Lean,1.0,Left,GK
244095,J. Mäder,21,Germany,5'10,154lbs,Stocky,3.0,Right,RM
245375,O. Leguizamón,24,Paraguay,5'7,159lbs,Lean,2.0,Right,ST
152961,M. Pawelec,32,Poland,5'11,159lbs,Lean,2.0,Right,RB
244097,T. Bonga,21,Germany,6'5,196lbs,Lean,2.0,Right,ST
245633,Kiki,21,Spain,5'10,154lbs,Normal,2.0,Left,LB
234882,M. Warcholak,28,Poland,5'11,174lbs,Normal,2.0,Left,LB
245634,Romero,22,Spain,5'6,130lbs,Lean,3.0,Right,CAM
192898,S. Puri,30,Estonia,5'10,143lbs,Normal,3.0,Right,CAM
228483,Kim Yong Jin,25,Korea Republic,6'4,176lbs,Normal,3.0,Right,ST
233603,S. Moussa,30,Tunisia,6'2,176lbs,Normal,2.0,Right,ST
241283,Luis Díaz,23,Spain,6'2,172lbs,Normal,2.0,Right,CM
244099,L. Ameka Autchanga,21,Gabon,5'9,150lbs,Lean,3.0,Right,RM
244611,J. Vega,20,Mexico,5'11,172lbs,Normal,2.0,Right,ST
140164,Y. Gutiérrez,37,Mexico,6'2,190lbs,Normal,1.0,Right,GK
238980,L. Daschner,19,Germany,6'0,150lbs,Normal,2.0,Right,CAM
241540,T. Goppel,21,Netherlands,5'10,161lbs,Normal,3.0,Right,RW
244100,M. Rodas,21,Germany,5'7,143lbs,Stocky,3.0,Left,LM
241029,F. Quiroz,20,Argentina,5'10,165lbs,Normal,2.0,Left,LB
244357,R. Idda,29,Italy,6'1,176lbs,Normal,2.0,Right,CB
212358,M. Petrasso,22,Canada,5'6,163lbs,Stocky,2.0,Right,RB
233606,J. Angulo,21,Mexico,5'5,150lbs,Lean,2.0,Left,LM
239494,M. Thalhammer,20,Germany,6'3,181lbs,Lean,2.0,Right,CM
244102,J. Hildebrandt,21,Germany,6'0,168lbs,Lean,2.0,Right,CDM
245894,Robert,17,Spain,5'10,163lbs,Lean,3.0,Left,RW
220807,M. O'Leary,21,England,6'1,172lbs,Normal,1.0,Right,GK
242055,A. Ståhl,23,Sweden,6'1,176lbs,Normal,2.0,Right,LM
243847,R. Griffiths,18,England,5'11,168lbs,Stocky,2.0,Right,ST
245895,Iván,21,Spain,5'11,165lbs,Normal,2.0,Left,LM
203145,G. Taft,24,England,6'3,163lbs,Normal,2.0,Left,LCB
206217,H. Johansen,25,Norway,6'0,185lbs,Normal,2.0,Right,ST
211593,S. Facey,23,England,5'10,141lbs,Normal,2.0,Right,RB
235401,V. Golemić,27,Serbia,6'4,183lbs,Normal,2.0,Right,CB
242569,F. Álvarez,18,Argentina,5'11,163lbs,Lean,2.0,Right,CB
244105,J. Asiri,20,Saudi Arabia,5'10,141lbs,Lean,2.0,Left,ST
204426,J. Melling,23,Australia,5'9,157lbs,Normal,2.0,Right,CDM
211594,G. Leigh,23,England,5'11,161lbs,Lean,2.0,Left,LWB
242826,Lee Jae Ik,19,Korea Republic,6'1,168lbs,Lean,2.0,Right,CB
224651,Tang Jiashu,27,China PR,6'0,174lbs,Lean,2.0,Right,LCB
200844,J. Keohane,27,Republic of Ireland,5'11,159lbs,Lean,3.0,Right,CDM
163212,S. Boyd,32,Scotland,6'2,165lbs,Normal,2.0,Right,CB
236940,Darío Poveda,21,Spain,6'1,165lbs,Lean,2.0,Right,ST
242060,A. Al Fiqi,25,Saudi Arabia,5'9,146lbs,Normal,3.0,Left,RM
193164,E. Fernández,25,Mexico,6'3,170lbs,Lean,1.0,Right,GK
202125,J. Bonham,24,Republic of Ireland,6'4,209lbs,Normal,1.0,Right,GK
235661,D. Haspolat,18,Netherlands,5'10,165lbs,Normal,3.0,Right,CM
232590,R. Yamazaki,29,Japan,5'8,168lbs,Normal,3.0,Right,LM
209040,M. Hazazi,30,Saudi Arabia,5'6,126lbs,Lean,2.0,Right,RB
209552,Y. Otayn,27,Saudi Arabia,6'0,161lbs,Lean,2.0,Right,CDM
172944,G. Coke,32,England,5'11,174lbs,Normal,2.0,Right,CM
243344,D. Lanius,21,Germany,6'5,187lbs,Normal,2.0,Right,CB
200593,Ha Sung Min,31,Korea Republic,6'0,172lbs,Normal,2.0,Right,LCM
163985,I. La Rocca,34,Italy,6'2,170lbs,Normal,2.0,Left,CB
230801,A. Hazazi,24,Saudi Arabia,6'0,139lbs,Lean,2.0,Left,LDM
244881,N. Tiknizyan,19,Russia,5'11,165lbs,Normal,2.0,Left,LM
240274,B. Pindroch,26,Slovakia,6'4,198lbs,Normal,1.0,Right,GK
243346,N. Heidemann,23,Germany,6'1,176lbs,Normal,2.0,Left,LB
243602,S. Mbakata,20,France,5'10,159lbs,Normal,2.0,Right,RB
163731,R. Harley,33,England,5'9,154lbs,Lean,3.0,Right,LM
229267,P. Hercher,22,Germany,6'0,179lbs,Normal,2.0,Right,RM
242835,L. Balerdi,19,Argentina,6'2,187lbs,Normal,2.0,Right,CB
221332,G. Guerrieri,22,Italy,6'0,172lbs,Normal,1.0,Right,GK
241812,L. Kramer,18,Netherlands,6'4,176lbs,Normal,2.0,Right,CB
204437,A. Tozzo,25,Italy,6'4,185lbs,Lean,1.0,Left,GK
207509,A. Domínguez,27,Mexico,6'0,161lbs,Lean,2.0,Left,CM
226709,A. Melo,22,Argentina,5'9,154lbs,Lean,2.0,Right,RM
244886,S. Al Qeshtah,25,Saudi Arabia,6'0,165lbs,Normal,2.0,Left,LCB
184726,J. Partington,28,Wales,6'2,168lbs,Normal,2.0,Right,RB
198039,M. Gillespie,26,England,6'4,194lbs,Normal,1.0,Right,GK
229783,D. Gyollai,21,Hungary,6'4,201lbs,Normal,1.0,Right,GK
193943,J. Cook,28,England,5'9,176lbs,Normal,2.0,Right,CAM
231064,T. Hudson-Wihongi,23,New Zealand,6'1,183lbs,Normal,2.0,Right,CDM
241048,J. Tuominen,22,Finland,6'1,163lbs,Lean,2.0,Right,ST
216473,T. Smith,22,England,6'1,168lbs,Lean,1.0,Left,GK
191897,Kim Young Sin,32,Korea Republic,5'9,146lbs,Normal,3.0,Right,CAM
221850,Li Songyi,25,China PR,6'2,179lbs,Lean,2.0,Right,RB
229530,R. Wulle,24,Germany,6'2,185lbs,Normal,1.0,Right,GK
238234,A. Al Khulaif,21,Saudi Arabia,5'5,132lbs,Lean,2.0,Right,RM
240026,A. Fontana,18,United States,5'8,150lbs,Lean,2.0,Right,CAM
245402,P. Prado,22,Peru,5'8,154lbs,Normal,2.0,Right,RB
221339,M. Rocca,22,Italy,5'9,159lbs,Lean,2.0,Right,LCM
221595,J. Vogliotti,33,Argentina,5'11,174lbs,Normal,2.0,Right,ST
232603,K. Yoshino,23,Japan,6'0,165lbs,Normal,2.0,Right,CB
221852,Liu Yang,27,China PR,6'2,172lbs,Normal,2.0,Right,CB
244636,D. Moreno,23,Colombia,5'10,172lbs,Lean,2.0,Right,RM
245148,M. Comba,24,Argentina,5'7,150lbs,Normal,2.0,Right,RM
208797,L. Gambin,25,Malta,5'6,154lbs,Normal,3.0,Left,LM
231837,E. Maanane,23,France,6'0,165lbs,Normal,2.0,Right,ST
238493,M. Meneses,19,Chile,5'9,157lbs,Lean,3.0,Right,CAM
240285,T. Børkeeiet,19,Norway,6'1,165lbs,Normal,2.0,Right,RCM
149662,A. Bennett,36,Republic of Ireland,6'2,187lbs,Normal,2.0,Right,RCB
234654,M. Martic,22,Austria,6'2,179lbs,Normal,2.0,Right,CDM
235422,Chico,27,Korea Republic,5'9,152lbs,Lean,2.0,Right,CM
242334,J. Lindsey,18,United States,5'8,168lbs,Normal,2.0,Right,RB
246430,D. Vlahovic,18,Serbia,6'3,176lbs,Normal,2.0,Left,ST
231071,Miquel Parera,22,Spain,5'10,163lbs,Normal,1.0,Right,GK
241055,Diego Pampín,18,Spain,5'9,157lbs,Normal,2.0,Left,LB
244639,J. Suárez,21,United States,5'10,168lbs,Lean,2.0,Right,RM
215968,M. Reule,24,Germany,6'2,185lbs,Stocky,1.0,Right,GK
222624,Bai Yuefeng,31,China PR,5'11,163lbs,Normal,2.0,Right,RB
231840,V. Müller,19,Austria,5'9,150lbs,Lean,2.0,Right,LCM
241568,C. Ferreira,18,Argentina,5'9,152lbs,Lean,2.0,Right,CAM
213665,J. Houghton,22,England,6'0,174lbs,Lean,2.0,Right,RCM
222625,N. Smith,22,England,6'0,159lbs,Normal,2.0,Right,LCB
223393,L. Carillo,21,Italy,6'2,165lbs,Normal,2.0,Left,CB
228769,S. Ruiz,20,Colombia,6'1,174lbs,Normal,2.0,Left,LCB
240801,L. Amarilla,22,Paraguay,6'0,170lbs,Normal,2.0,Right,ST
244641,S. Ormeño,24,Mexico,6'1,181lbs,Stocky,2.0,Right,ST
212642,P. Petrović,22,Sweden,5'10,154lbs,Normal,3.0,Right,LW
241058,R. Callachan,24,Scotland,5'11,168lbs,Stocky,2.0,Right,CM
192674,Leandro,29,Spain,6'1,181lbs,Lean,1.0,Left,GK
224675,Zhong JinBao,23,China PR,5'11,152lbs,Normal,2.0,Right,CM
237987,Park Dae Han,22,Korea Republic,6'0,170lbs,Lean,1.0,Right,GK
243619,D. Burgzorg,19,Netherlands,6'1,168lbs,Lean,3.0,Right,RM
200356,Marcus Vinícius,34,Brazil,6'0,159lbs,Lean,2.0,Right,RM
223908,V. Wernersson,22,Sweden,5'11,154lbs,Lean,2.0,Left,LWB
224164,Roger Riera,23,Spain,6'2,168lbs,Normal,2.0,Right,CB
228772,N. Blissett,28,England,6'4,172lbs,Normal,2.0,Right,ST
170660,F. Sulmoni,32,Switzerland,6'0,159lbs,Normal,2.0,Right,LCB
208037,M. Harrer,26,Austria,6'0,168lbs,Normal,2.0,Right,LCM
219813,M. Havekotte,22,Netherlands,6'2,176lbs,Normal,1.0,Right,GK
225189,S. Bastoni,21,Italy,6'0,163lbs,Normal,3.0,Left,RW
228517,A. Rinomhota,21,England,5'9,141lbs,Normal,2.0,Right,RCM
232357,J. Caletti,19,Australia,5'7,143lbs,Lean,2.0,Right,CDM
203430,G. Ray,24,Wales,6'4,157lbs,Lean,2.0,Right,RCB
222118,Zhang Chenglin,31,China PR,6'0,168lbs,Normal,2.0,Right,RB
233894,L. Mokhevishvili,22,Georgia,5'9,154lbs,Normal,2.0,Right,CDM
220584,V. Myhra,21,Norway,6'4,207lbs,Normal,1.0,Right,GK
221864,Chen Hao,25,China PR,6'1,172lbs,Lean,2.0,Right,RCB
244392,M. Ferreira,21,France,5'8,148lbs,Normal,2.0,Right,RB
209065,M. Moënza,24,Sweden,5'11,165lbs,Normal,2.0,Left,LB
226729,A. Swolfs,20,Belgium,6'4,172lbs,Lean,1.0,Right,GK
232873,K. Machida,20,Japan,6'3,176lbs,Lean,2.0,Left,CB
240041,A. Babacan,18,Turkey,5'9,154lbs,Lean,2.0,Left,CAM
241833,K. Gutiérrez,21,Argentina,5'6,143lbs,Normal,2.0,Right,CM
209834,K. Appiah-Kubi,26,Australia,5'11,154lbs,Lean,3.0,Right,RW
152746,P. Keegan,33,Republic of Ireland,5'10,161lbs,Normal,2.0,Right,CDM
227498,K. Woolery,23,England,5'11,172lbs,Lean,2.0,Right,ST
242602,J. Vagnoman,17,Germany,6'2,190lbs,Normal,2.0,Right,LB
244650,A. Kostić,22,Serbia,5'5,143lbs,Normal,4.0,Right,RM
204459,B. Nugent,24,England,6'5,183lbs,Normal,2.0,Left,LCB
193707,S. Habergham,26,England,6'0,161lbs,Normal,2.0,Left,LB
243884,H. Ayaroğlu,23,Turkey,5'8,139lbs,Lean,2.0,Left,CAM
238765,J. Brandon,20,Scotland,5'9,154lbs,Lean,2.0,Right,RB
242093,E. Omondi,23,Kenya,6'1,165lbs,Normal,2.0,Right,RW
224942,R. Alvarez,19,Chile,5'9,152lbs,Lean,3.0,Left,LM
169391,B. Purkiss,34,England,6'1,154lbs,Lean,2.0,Right,RB
238511,T. Basila,19,France,6'2,170lbs,Normal,2.0,Right,CB
208816,M. Rose,23,England,5'9,172lbs,Normal,2.0,Right,CM
230064,Y. Schmid,23,Switzerland,6'1,168lbs,Normal,2.0,Right,CB
209842,Christovao,25,Angola,6'1,187lbs,Normal,3.0,Right,RM
243122,I. Magnusson,20,Sweden,5'11,161lbs,Lean,3.0,Right,RM
243378,M. Wintzheimer,19,Germany,5'11,170lbs,Lean,2.0,Right,ST
244658,K. Anzai,23,Japan,5'8,150lbs,Lean,2.0,Left,RB
188594,D. Mihajlovic,26,Switzerland,5'10,163lbs,Normal,2.0,Right,RWB
240563,D. Emmanouilidis,17,Greece,5'7,154lbs,Lean,2.0,Right,RM
241075,P. Smyth,20,Northern Ireland,5'9,148lbs,Lean,2.0,Right,RM
242611,K. Kristinsson,19,Iceland,6'3,157lbs,Lean,3.0,Right,LW
230068,D. Duhaney,19,England,5'11,154lbs,Lean,2.0,Right,RB
238516,L. Østigård,18,Norway,6'0,176lbs,Normal,2.0,Right,CB
204725,Lee Bum Soo,27,Korea Republic,6'3,187lbs,Normal,1.0,Right,GK
228021,Yi Fan,26,China PR,6'1,174lbs,Normal,1.0,Right,GK
228789,Robert Sanchez,20,Spain,6'6,187lbs,Normal,1.0,Right,GK
229557,S. Macías,22,Colombia,5'9,159lbs,Lean,2.0,Left,LB
223670,M. Egho,24,Austria,6'2,165lbs,Lean,2.0,Left,RS
241590,P. Pfeiffer,18,Germany,6'5,201lbs,Lean,2.0,Right,CB
245174,B. Anderson,19,Scotland,5'10,170lbs,Lean,2.0,Right,ST
213687,L. Grimshaw,23,England,5'11,183lbs,Normal,2.0,Right,RWB
226231,V. Vermeer,22,Netherlands,5'8,152lbs,Stocky,3.0,Right,CDM
236471,M. Kaasa,20,Norway,5'9,132lbs,Lean,3.0,Right,CM
238519,H. Al Shamrani,21,Saudi Arabia,5'11,176lbs,Lean,2.0,Left,LB
245687,C. Sierra,27,Colombia,5'10,165lbs,Stocky,2.0,Right,RDM
236216,E. Mensah,20,Ghana,5'5,137lbs,Lean,2.0,Left,RW
244408,S. Baradji,22,France,5'9,159lbs,Normal,2.0,Right,ST
242105,M. Igonen,21,Estonia,6'1,172lbs,Normal,1.0,Right,GK
212923,S. Galloway,23,Australia,5'9,159lbs,Lean,2.0,Right,LB
227515,D. Moreno,22,Colombia,5'11,165lbs,Lean,2.0,Left,CM
241339,Zhang Cheng,29,China PR,5'11,159lbs,Normal,2.0,Right,RB
242875,Ma Xingyu,28,China PR,5'11,170lbs,Normal,2.0,Right,CM
224188,T. Mokwa,25,Poland,5'11,170lbs,Normal,2.0,Right,RB
237500,D. Lippert,22,Germany,5'8,139lbs,Lean,2.0,Left,LB
237757,Y. Tatsuta,20,Japan,6'2,165lbs,Lean,2.0,Right,RB
244669,M. Hjulmand,19,Denmark,6'1,170lbs,Lean,2.0,Right,LCM
245693,Y. Shimaya,29,Japan,5'6,143lbs,Lean,3.0,Right,CF
234686,J. Lotomba,19,Switzerland,5'10,152lbs,Lean,2.0,Right,LB
242622,Hiago,26,Brazil,5'9,150lbs,Normal,2.0,Right,RM
192447,K. Scheidhauer,26,Germany,6'3,187lbs,Normal,2.0,Right,ST
222144,An Jin Beom,26,Korea Republic,5'9,150lbs,Lean,2.0,Right,CAM
237761,M. Kakuda,34,Japan,5'11,172lbs,Lean,2.0,Right,CB
191937,Kang Ji Yong,28,Korea Republic,6'2,185lbs,Normal,2.0,Right,CB
222402,J. Gulley,25,New Zealand,5'9,154lbs,Normal,2.0,Right,RB
237506,C. Owens,20,Northern Ireland,5'9,137lbs,Lean,3.0,Right,CM
239810,N. Raskin,17,Belgium,5'10,161lbs,Normal,3.0,Left,CM
242370,J. Bocanegra,19,Colombia,5'7,165lbs,Normal,3.0,Left,LM
236995,Rubén Sánchez,23,Spain,6'1,172lbs,Lean,2.0,Left,ST
242883,Lee Min Soo,26,Korea Republic,5'10,161lbs,Normal,2.0,Right,CM
236228,C. Castro,21,Mexico,6'0,163lbs,Lean,2.0,Right,CB
212165,S. Ohlsson,25,Sweden,5'11,170lbs,Lean,3.0,Right,RW
232645,F. Cambeses,21,Argentina,6'1,172lbs,Lean,1.0,Right,GK
226246,L. Compagnucci,22,Argentina,5'9,161lbs,Normal,2.0,Right,CDM
230854,M. Cortesi,20,Italy,5'11,161lbs,Lean,2.0,Right,ST
245446,M. Borquez,19,Chile,5'8,146lbs,Normal,1.0,Right,GK
237255,M. Robinson,21,United States,6'2,185lbs,Normal,2.0,Right,CB
239815,Z. Randriambololona,24,Madagascar,5'10,165lbs,Lean,3.0,Right,CAM
227784,K. Finnbogason,23,Iceland,6'3,187lbs,Normal,2.0,Right,ST
235464,J. Storey,20,England,6'2,165lbs,Normal,2.0,Right,CB
243912,G. Simeone,19,Argentina,6'1,172lbs,Lean,2.0,Right,ST
218057,J. Jesgarzewski,24,Germany,5'11,165lbs,Normal,2.0,Right,RB
238793,T. Jacobsen,21,Germany,6'0,168lbs,Normal,2.0,Left,LB
221386,J. Allen,23,United States,5'10,159lbs,Lean,3.0,Right,LW
243914,E. Bekiroglu,22,Germany,6'1,168lbs,Normal,2.0,Right,CAM
223947,J. Benteke,23,Belgium,6'1,168lbs,Lean,2.0,Right,ST
239051,J. Albert,26,France,6'1,190lbs,Normal,2.0,Right,CB
243659,A. Morkaya,29,Turkey,6'2,176lbs,Normal,2.0,Right,CDM
233164,A. Muric,19,Montenegro,6'6,179lbs,Normal,1.0,Right,GK
186572,W. Atkinson,29,England,5'10,148lbs,Normal,2.0,Right,CM
239821,L. Matarese,20,Italy,5'9,143lbs,Normal,3.0,Right,LM
184269,M. Ellis,29,England,6'2,172lbs,Normal,2.0,Right,CB
214478,S. Ayala,22,Colombia,5'11,172lbs,Lean,2.0,Right,CDM
228558,Bae Sin Yeong,26,Korea Republic,5'11,152lbs,Normal,2.0,Right,CM
238798,E. Bytyqi,21,Kosovo,5'10,168lbs,Lean,3.0,Right,ST
241102,M. Lercher,22,Austria,5'10,152lbs,Normal,2.0,Left,LB
210639,J. Morias,22,Jamaica,5'8,194lbs,Stocky,2.0,Right,ST
225999,F. Lesniak,22,Slovakia,5'9,154lbs,Lean,2.0,Right,CM
236239,A. Whiteman,19,England,6'1,168lbs,Lean,1.0,Right,GK
218576,W. Aimson,24,Wales,5'10,154lbs,Lean,2.0,Right,RCB
231120,K. Al Barakah,27,Saudi Arabia,5'10,170lbs,Normal,2.0,Left,LB
235472,Diego Ferraresso,26,Brazil,5'7,157lbs,Normal,2.0,Right,RB
242640,T. Christensen,18,Norway,5'10,161lbs,Normal,3.0,Left,LW
242641,R. Aït Nouri,17,France,5'10,154lbs,Lean,2.0,Left,LB
181457,C. Robertson,31,Scotland,6'3,163lbs,Normal,2.0,Right,CB
19410,A. Revell,34,England,6'3,172lbs,Normal,2.0,Right,RS
221394,R. Al Mousa,23,Saudi Arabia,5'10,148lbs,Normal,2.0,Right,CM
236754,J. Rønningen,27,Norway,5'11,181lbs,Normal,2.0,Right,RM
239570,A. Bordin,19,Italy,5'9,159lbs,Stocky,2.0,Right,CM
242386,C. Klarer,18,Austria,6'3,161lbs,Lean,2.0,Right,CB
211667,P. Stępiński,23,Poland,5'10,137lbs,Lean,2.0,Right,LB
228307,W. McDonald,21,England,5'9,170lbs,Normal,2.0,Right,LM
