ID,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB
240673,58+2,58+2,58+2,56+2,57+2,57+2,57+2,56+2,55+2,55+2,55+2,55+2,47+2,47+2,47+2,55+2,38+2,35+2,35+2,35+2,38+2,36+2,32+2,32+2,32+2,36+2
243490,,,,,,,,,,,,,,,,,,,,,,,,,,
241955,47+2,47+2,47+2,55+2,52+2,52+2,52+2,55+2,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,51+2,50+2,50+2,50+2,51+2,48+2,44+2,44+2,44+2,48+2
227620,44+2,44+2,44+2,47+2,46+2,46+2,46+2,47+2,48+2,48+2,48+2,49+2,50+2,50+2,50+2,49+2,52+2,54+2,54+2,54+2,52+2,52+2,54+2,54+2,54+2,52+2
235046,48+2,48+2,48+2,56+2,53+2,53+2,53+2,56+2,52+2,52+2,52+2,54+2,44+2,44+2,44+2,54+2,41+2,34+2,34+2,34+2,41+2,38+2,29+2,29+2,29+2,38+2
222503,,,,,,,,,,,,,,,,,,,,,,,,,,
244519,54+2,54+2,54+2,49+2,51+2,51+2,51+2,49+2,48+2,48+2,48+2,47+2,42+2,42+2,42+2,47+2,35+2,36+2,36+2,36+2,35+2,35+2,38+2,38+2,38+2,35+2
244775,,,,,,,,,,,,,,,,,,,,,,,,,,
245799,37+2,37+2,37+2,36+2,36+2,36+2,36+2,36+2,35+2,35+2,35+2,38+2,38+2,38+2,38+2,38+2,51+2,48+2,48+2,48+2,51+2,54+2,54+2,54+2,54+2,54+2
200744,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,56+2,56+2,56+2,55+2,54+2,54+2,54+2,55+2,50+2,51+2,51+2,51+2,50+2,48+2,47+2,47+2,47+2,48+2
210728,,,,,,,,,,,,,,,,,,,,,,,,,,
240424,34+2,34+2,34+2,30+2,30+2,30+2,30+2,30+2,29+2,29+2,29+2,31+2,33+2,33+2,33+2,31+2,45+2,45+2,45+2,45+2,45+2,48+2,55+2,55+2,55+2,48+2
243240,54+2,54+2,54+2,54+2,55+2,55+2,55+2,54+2,53+2,53+2,53+2,53+2,46+2,46+2,46+2,53+2,39+2,35+2,35+2,35+2,39+2,37+2,31+2,31+2,31+2,37+2
227881,50+2,50+2,50+2,54+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,53+2,53+2,53+2,55+2
245033,49+2,49+2,49+2,54+2,53+2,53+2,53+2,54+2,55+2,55+2,55+2,54+2,52+2,52+2,52+2,54+2,47+2,47+2,47+2,47+2,47+2,46+2,43+2,43+2,43+2,46+2
225068,53+2,53+2,53+2,56+2,54+2,54+2,54+2,56+2,53+2,53+2,53+2,55+2,48+2,48+2,48+2,55+2,51+2,45+2,45+2,45+2,51+2,50+2,44+2,44+2,44+2,50+2
214317,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,53+2,53+2,53+2,54+2,47+2,47+2,47+2,54+2,43+2,40+2,40+2,40+2,43+2,41+2,38+2,38+2,38+2,41+2
245807,45+2,45+2,45+2,48+2,46+2,46+2,46+2,48+2,45+2,45+2,45+2,49+2,43+2,43+2,43+2,49+2,54+2,48+2,48+2,48+2,54+2,55+2,52+2,52+2,52+2,55+2
241200,51+2,51+2,51+2,55+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,55+2,51+2,51+2,51+2,55+2,46+2,44+2,44+2,44+2,46+2,45+2,42+2,42+2,42+2,45+2
239410,,,,,,,,,,,,,,,,,,,,,,,,,,
240946,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,53+2,53+2,53+2,53+2,45+2,45+2,45+2,53+2,38+2,34+2,34+2,34+2,38+2,36+2,30+2,30+2,30+2,36+2
233011,59+2,59+2,59+2,55+2,58+2,58+2,58+2,55+2,55+2,55+2,55+2,53+2,47+2,47+2,47+2,53+2,40+2,38+2,38+2,38+2,40+2,38+2,38+2,38+2,38+2,38+2
244277,53+2,53+2,53+2,52+2,53+2,53+2,53+2,52+2,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,53+2,55+2,55+2,55+2,53+2,53+2,55+2,55+2,55+2,53+2
242230,52+2,52+2,52+2,53+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,53+2,54+2,54+2,54+2,53+2,54+2,52+2,52+2,52+2,54+2
228664,54+2,54+2,54+2,56+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,54+2,54+2,54+2,54+2,54+2,54+2,53+2,53+2,53+2,54+2
244281,55+2,55+2,55+2,54+2,54+2,54+2,54+2,54+2,52+2,52+2,52+2,52+2,46+2,46+2,46+2,52+2,41+2,38+2,38+2,38+2,41+2,40+2,37+2,37+2,37+2,40+2
240187,44+2,44+2,44+2,47+2,44+2,44+2,44+2,47+2,45+2,45+2,45+2,48+2,47+2,47+2,47+2,48+2,53+2,52+2,52+2,52+2,53+2,54+2,54+2,54+2,54+2,54+2
244028,45+2,45+2,45+2,38+2,40+2,40+2,40+2,38+2,37+2,37+2,37+2,40+2,39+2,39+2,39+2,40+2,47+2,48+2,48+2,48+2,47+2,50+2,55+2,55+2,55+2,50+2
237885,36+2,36+2,36+2,33+2,33+2,33+2,33+2,33+2,33+2,33+2,33+2,35+2,35+2,35+2,35+2,35+2,48+2,47+2,47+2,47+2,48+2,51+2,55+2,55+2,55+2,51+2
237886,52+2,52+2,52+2,56+2,55+2,55+2,55+2,56+2,57+2,57+2,57+2,56+2,54+2,54+2,54+2,56+2,51+2,50+2,50+2,50+2,51+2,49+2,46+2,46+2,46+2,49+2
244286,53+2,53+2,53+2,55+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,53+2,46+2,46+2,46+2,53+2,40+2,36+2,36+2,36+2,40+2,39+2,33+2,33+2,33+2,39+2
242495,48+2,48+2,48+2,54+2,52+2,52+2,52+2,54+2,54+2,54+2,54+2,55+2,51+2,51+2,51+2,55+2,48+2,44+2,44+2,44+2,48+2,46+2,38+2,38+2,38+2,46+2
226112,39+2,39+2,39+2,40+2,39+2,39+2,39+2,40+2,40+2,40+2,40+2,43+2,43+2,43+2,43+2,43+2,50+2,51+2,51+2,51+2,50+2,51+2,55+2,55+2,55+2,51+2
228928,36+2,36+2,36+2,32+2,32+2,32+2,32+2,32+2,31+2,31+2,31+2,34+2,34+2,34+2,34+2,34+2,47+2,45+2,45+2,45+2,47+2,50+2,54+2,54+2,54+2,50+2
239424,34+2,34+2,34+2,32+2,32+2,32+2,32+2,32+2,32+2,32+2,32+2,34+2,36+2,36+2,36+2,34+2,46+2,47+2,47+2,47+2,46+2,49+2,54+2,54+2,54+2,49+2
246593,45+2,45+2,45+2,49+2,48+2,48+2,48+2,49+2,49+2,49+2,49+2,50+2,51+2,51+2,51+2,50+2,54+2,54+2,54+2,54+2,54+2,54+2,52+2,52+2,52+2,54+2
241219,52+2,52+2,52+2,54+2,53+2,53+2,53+2,54+2,52+2,52+2,52+2,54+2,47+2,47+2,47+2,54+2,45+2,41+2,41+2,41+2,45+2,43+2,39+2,39+2,39+2,43+2
234820,50+2,50+2,50+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,49+2,49+2,49+2,55+2,43+2,41+2,41+2,41+2,43+2,41+2,34+2,34+2,34+2,41+2
243524,53+2,53+2,53+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,54+2,48+2,48+2,48+2,54+2,40+2,37+2,37+2,37+2,40+2,38+2,32+2,32+2,32+2,38+2
231237,,,,,,,,,,,,,,,,,,,,,,,,,,
240965,47+2,47+2,47+2,50+2,48+2,48+2,48+2,50+2,47+2,47+2,47+2,51+2,45+2,45+2,45+2,51+2,54+2,49+2,49+2,49+2,54+2,55+2,53+2,53+2,53+2,55+2
242245,51+2,51+2,51+2,55+2,53+2,53+2,53+2,55+2,52+2,52+2,52+2,54+2,48+2,48+2,48+2,54+2,47+2,44+2,44+2,44+2,47+2,45+2,42+2,42+2,42+2,45+2
239942,48+2,48+2,48+2,52+2,51+2,51+2,51+2,52+2,54+2,54+2,54+2,55+2,57+2,57+2,57+2,55+2,59+2,59+2,59+2,59+2,59+2,59+2,56+2,56+2,56+2,59+2
232007,,,,,,,,,,,,,,,,,,,,,,,,,,
191559,,,,,,,,,,,,,,,,,,,,,,,,,,
244552,40+2,40+2,40+2,45+2,42+2,42+2,42+2,45+2,41+2,41+2,41+2,46+2,39+2,39+2,39+2,46+2,53+2,46+2,46+2,46+2,53+2,54+2,52+2,52+2,52+2,54+2
210762,47+2,47+2,47+2,51+2,48+2,48+2,48+2,51+2,47+2,47+2,47+2,50+2,44+2,44+2,44+2,50+2,54+2,49+2,49+2,49+2,54+2,55+2,55+2,55+2,55+2,55+2
230730,46+2,46+2,46+2,47+2,47+2,47+2,47+2,47+2,48+2,48+2,48+2,49+2,50+2,50+2,50+2,49+2,52+2,54+2,54+2,54+2,52+2,53+2,55+2,55+2,55+2,53+2
245068,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,54+2,54+2,54+2,52+2,45+2,45+2,45+2,52+2,38+2,35+2,35+2,35+2,38+2,37+2,32+2,32+2,32+2,37+2
245580,,,,,,,,,,,,,,,,,,,,,,,,,,
240207,55+2,55+2,55+2,55+2,54+2,54+2,54+2,55+2,51+2,51+2,51+2,55+2,48+2,48+2,48+2,55+2,48+2,43+2,43+2,43+2,48+2,46+2,42+2,42+2,42+2,46+2
224593,,,,,,,,,,,,,,,,,,,,,,,,,,
225873,47+2,47+2,47+2,48+2,47+2,47+2,47+2,48+2,48+2,48+2,48+2,51+2,51+2,51+2,51+2,51+2,55+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,55+2,55+2
234066,53+2,53+2,53+2,56+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,54+2,53+2,53+2,53+2,54+2,54+2,51+2,51+2,51+2,54+2
238930,47+2,47+2,47+2,51+2,50+2,50+2,50+2,51+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,53+2,54+2,54+2,54+2,54+2,54+2,53+2,51+2,51+2,51+2,53+2
244818,48+2,48+2,48+2,54+2,52+2,52+2,52+2,54+2,53+2,53+2,53+2,54+2,49+2,49+2,49+2,54+2,47+2,44+2,44+2,44+2,47+2,45+2,40+2,40+2,40+2,45+2
236371,,,,,,,,,,,,,,,,,,,,,,,,,,
244563,50+2,50+2,50+2,53+2,52+2,52+2,52+2,53+2,53+2,53+2,53+2,55+2,54+2,54+2,54+2,55+2,56+2,56+2,56+2,56+2,56+2,56+2,54+2,54+2,54+2,56+2
237653,55+2,55+2,55+2,53+2,54+2,54+2,54+2,53+2,51+2,51+2,51+2,50+2,43+2,43+2,43+2,50+2,40+2,36+2,36+2,36+2,40+2,38+2,35+2,35+2,35+2,38+2
243286,42+2,42+2,42+2,42+2,39+2,39+2,39+2,42+2,39+2,39+2,39+2,43+2,41+2,41+2,41+2,43+2,53+2,50+2,50+2,50+2,53+2,55+2,57+2,57+2,57+2,55+2
232536,36+2,36+2,36+2,32+2,32+2,32+2,32+2,32+2,30+2,30+2,30+2,34+2,32+2,32+2,32+2,34+2,47+2,45+2,45+2,45+2,47+2,50+2,54+2,54+2,54+2,50+2
227929,51+2,51+2,51+2,54+2,53+2,53+2,53+2,54+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,55+2,53+2,52+2,52+2,52+2,53+2,52+2,49+2,49+2,49+2,52+2
233050,47+2,47+2,47+2,50+2,49+2,49+2,49+2,50+2,51+2,51+2,51+2,52+2,53+2,53+2,53+2,52+2,53+2,55+2,55+2,55+2,53+2,53+2,53+2,53+2,53+2,53+2
203099,54+2,54+2,54+2,55+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,56+2,55+2,55+2,55+2,56+2,49+2,49+2,49+2,49+2,49+2,48+2,44+2,44+2,44+2,48+2
232539,,,,,,,,,,,,,,,,,,,,,,,,,,
243035,51+2,51+2,51+2,52+2,52+2,52+2,52+2,52+2,53+2,53+2,53+2,52+2,54+2,54+2,54+2,52+2,53+2,55+2,55+2,55+2,53+2,54+2,56+2,56+2,56+2,54+2
235101,51+2,51+2,51+2,52+2,52+2,52+2,52+2,52+2,54+2,54+2,54+2,53+2,55+2,55+2,55+2,53+2,53+2,55+2,55+2,55+2,53+2,54+2,53+2,53+2,53+2,54+2
242525,45+2,45+2,45+2,48+2,47+2,47+2,47+2,48+2,50+2,50+2,50+2,50+2,52+2,52+2,52+2,50+2,53+2,54+2,54+2,54+2,53+2,53+2,53+2,53+2,53+2,53+2
245085,,,,,,,,,,,,,,,,,,,,,,,,,,
242526,,,,,,,,,,,,,,,,,,,,,,,,,,
245854,,,,,,,,,,,,,,,,,,,,,,,,,,
245599,,,,,,,,,,,,,,,,,,,,,,,,,,
228192,,,,,,,,,,,,,,,,,,,,,,,,,,
240224,54+2,54+2,54+2,56+2,56+2,56+2,56+2,56+2,54+2,54+2,54+2,53+2,46+2,46+2,46+2,53+2,41+2,36+2,36+2,36+2,41+2,39+2,32+2,32+2,32+2,39+2
242272,55+2,55+2,55+2,52+2,54+2,54+2,54+2,52+2,51+2,51+2,51+2,50+2,43+2,43+2,43+2,50+2,36+2,32+2,32+2,32+2,36+2,35+2,32+2,32+2,32+2,35+2
240737,35+2,35+2,35+2,32+2,33+2,33+2,33+2,32+2,32+2,32+2,32+2,34+2,35+2,35+2,35+2,34+2,47+2,47+2,47+2,47+2,47+2,50+2,54+2,54+2,54+2,50+2
231267,51+2,51+2,51+2,56+2,52+2,52+2,52+2,56+2,52+2,52+2,52+2,55+2,45+2,45+2,45+2,55+2,44+2,37+2,37+2,37+2,44+2,42+2,33+2,33+2,33+2,42+2
242276,54+2,54+2,54+2,51+2,52+2,52+2,52+2,51+2,51+2,51+2,51+2,51+2,46+2,46+2,46+2,51+2,41+2,39+2,39+2,39+2,41+2,41+2,40+2,40+2,40+2,41+2
243813,54+2,54+2,54+2,49+2,51+2,51+2,51+2,49+2,48+2,48+2,48+2,47+2,42+2,42+2,42+2,47+2,35+2,32+2,32+2,32+2,35+2,34+2,32+2,32+2,32+2,34+2
231270,44+2,44+2,44+2,48+2,46+2,46+2,46+2,48+2,45+2,45+2,45+2,49+2,43+2,43+2,43+2,49+2,54+2,48+2,48+2,48+2,54+2,54+2,52+2,52+2,52+2,54+2
237415,45+2,45+2,45+2,47+2,45+2,45+2,45+2,47+2,45+2,45+2,45+2,48+2,45+2,45+2,45+2,48+2,53+2,51+2,51+2,51+2,53+2,55+2,54+2,54+2,54+2,55+2
215656,,,,,,,,,,,,,,,,,,,,,,,,,,
222569,54+2,54+2,54+2,52+2,53+2,53+2,53+2,52+2,52+2,52+2,52+2,50+2,46+2,46+2,46+2,50+2,39+2,37+2,37+2,37+2,39+2,38+2,36+2,36+2,36+2,38+2
245097,50+2,50+2,50+2,54+2,54+2,54+2,54+2,54+2,56+2,56+2,56+2,55+2,54+2,54+2,54+2,55+2,49+2,49+2,49+2,49+2,49+2,49+2,45+2,45+2,45+2,49+2
236650,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,54+2,49+2,49+2,49+2,54+2,46+2,42+2,42+2,42+2,46+2,45+2,39+2,39+2,39+2,45+2
238186,,,,,,,,,,,,,,,,,,,,,,,,,,
243051,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,53+2,53+2,53+2,53+2,46+2,46+2,46+2,53+2,42+2,37+2,37+2,37+2,42+2,40+2,34+2,34+2,34+2,40+2
230765,,,,,,,,,,,,,,,,,,,,,,,,,,
232557,43+2,43+2,43+2,49+2,45+2,45+2,45+2,49+2,46+2,46+2,46+2,50+2,45+2,45+2,45+2,50+2,55+2,49+2,49+2,49+2,55+2,54+2,51+2,51+2,51+2,54+2
239469,49+2,49+2,49+2,53+2,52+2,52+2,52+2,53+2,54+2,54+2,54+2,54+2,55+2,55+2,55+2,54+2,54+2,55+2,55+2,55+2,54+2,54+2,53+2,53+2,53+2,54+2
240749,52+2,52+2,52+2,56+2,54+2,54+2,54+2,56+2,54+2,54+2,54+2,55+2,48+2,48+2,48+2,55+2,43+2,39+2,39+2,39+2,43+2,41+2,34+2,34+2,34+2,41+2
245101,50+2,50+2,50+2,54+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,50+2,50+2,50+2,54+2,46+2,43+2,43+2,43+2,46+2,44+2,40+2,40+2,40+2,44+2
245358,51+2,51+2,51+2,54+2,52+2,52+2,52+2,54+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,57+2,56+2,55+2,55+2,55+2,56+2
230001,,,,,,,,,,,,,,,,,,,,,,,,,,
237937,48+2,48+2,48+2,50+2,50+2,50+2,50+2,50+2,51+2,51+2,51+2,50+2,51+2,51+2,51+2,50+2,51+2,54+2,54+2,54+2,51+2,51+2,55+2,55+2,55+2,51+2
245361,45+2,45+2,45+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,43+2,45+2,45+2,45+2,45+2,45+2,50+2,51+2,51+2,51+2,50+2,51+2,55+2,55+2,55+2,51+2
243059,48+2,48+2,48+2,54+2,52+2,52+2,52+2,54+2,54+2,54+2,54+2,55+2,51+2,51+2,51+2,55+2,48+2,46+2,46+2,46+2,48+2,47+2,42+2,42+2,42+2,47+2
240245,,,,,,,,,,,,,,,,,,,,,,,,,,
234358,51+2,51+2,51+2,55+2,53+2,53+2,53+2,55+2,53+2,53+2,53+2,54+2,49+2,49+2,49+2,54+2,50+2,46+2,46+2,46+2,50+2,49+2,46+2,46+2,46+2,49+2
245366,53+2,53+2,53+2,56+2,56+2,56+2,56+2,56+2,57+2,57+2,57+2,55+2,55+2,55+2,55+2,55+2,49+2,48+2,48+2,48+2,49+2,49+2,45+2,45+2,45+2,49+2
239735,52+2,52+2,52+2,54+2,53+2,53+2,53+2,54+2,52+2,52+2,52+2,54+2,51+2,51+2,51+2,54+2,55+2,51+2,51+2,51+2,55+2,54+2,51+2,51+2,51+2,54+2
243575,56+2,56+2,56+2,54+2,55+2,55+2,55+2,54+2,55+2,55+2,55+2,54+2,54+2,54+2,54+2,54+2,50+2,53+2,53+2,53+2,50+2,50+2,52+2,52+2,52+2,50+2
244088,48+2,48+2,48+2,53+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,50+2,51+2,51+2,51+2,50+2,49+2,47+2,47+2,47+2,49+2
228217,,,,,,,,,,,,,,,,,,,,,,,,,,
243065,51+2,51+2,51+2,53+2,54+2,54+2,54+2,53+2,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,53+2,54+2,54+2,54+2,53+2,52+2,51+2,51+2,51+2,52+2
207995,54+2,54+2,54+2,50+2,52+2,52+2,52+2,50+2,51+2,51+2,51+2,50+2,46+2,46+2,46+2,50+2,36+2,36+2,36+2,36+2,36+2,34+2,34+2,34+2,34+2,34+2
238715,54+2,54+2,54+2,50+2,52+2,52+2,52+2,50+2,50+2,50+2,50+2,48+2,43+2,43+2,43+2,48+2,35+2,34+2,34+2,34+2,35+2,34+2,33+2,33+2,33+2,34+2
229244,55+2,55+2,55+2,52+2,54+2,54+2,54+2,52+2,51+2,51+2,51+2,50+2,44+2,44+2,44+2,50+2,38+2,37+2,37+2,37+2,38+2,37+2,36+2,36+2,36+2,37+2
244860,54+2,54+2,54+2,54+2,56+2,56+2,56+2,54+2,55+2,55+2,55+2,51+2,46+2,46+2,46+2,51+2,35+2,33+2,33+2,33+2,35+2,33+2,30+2,30+2,30+2,33+2
236413,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,53+2,53+2,53+2,53+2,43+2,43+2,43+2,53+2,38+2,33+2,33+2,33+2,38+2,37+2,32+2,32+2,32+2,37+2
225406,,,,,,,,,,,,,,,,,,,,,,,,,,
240769,54+2,54+2,54+2,52+2,53+2,53+2,53+2,52+2,50+2,50+2,50+2,50+2,43+2,43+2,43+2,50+2,37+2,32+2,32+2,32+2,37+2,36+2,29+2,29+2,29+2,36+2
242305,53+2,53+2,53+2,55+2,54+2,54+2,54+2,55+2,53+2,53+2,53+2,55+2,47+2,47+2,47+2,55+2,44+2,38+2,38+2,38+2,44+2,42+2,34+2,34+2,34+2,42+2
245377,50+2,50+2,50+2,55+2,53+2,53+2,53+2,55+2,54+2,54+2,54+2,55+2,48+2,48+2,48+2,55+2,41+2,37+2,37+2,37+2,41+2,39+2,30+2,30+2,30+2,39+2
238466,44+2,44+2,44+2,45+2,43+2,43+2,43+2,45+2,43+2,43+2,43+2,46+2,42+2,42+2,42+2,46+2,51+2,49+2,49+2,49+2,51+2,53+2,55+2,55+2,55+2,53+2
235139,44+2,44+2,44+2,46+2,45+2,45+2,45+2,46+2,47+2,47+2,47+2,49+2,50+2,50+2,50+2,49+2,54+2,54+2,54+2,54+2,54+2,54+2,55+2,55+2,55+2,54+2
238467,50+2,50+2,50+2,54+2,53+2,53+2,53+2,54+2,51+2,51+2,51+2,55+2,49+2,49+2,49+2,55+2,52+2,46+2,46+2,46+2,52+2,50+2,43+2,43+2,43+2,50+2
242307,49+2,49+2,49+2,50+2,50+2,50+2,50+2,50+2,50+2,50+2,50+2,51+2,51+2,51+2,51+2,51+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2
240772,51+2,51+2,51+2,53+2,52+2,52+2,52+2,53+2,52+2,52+2,52+2,55+2,51+2,51+2,51+2,55+2,53+2,49+2,49+2,49+2,53+2,52+2,47+2,47+2,47+2,52+2
242564,,,,,,,,,,,,,,,,,,,,,,,,,,
242567,54+2,54+2,54+2,48+2,50+2,50+2,50+2,48+2,47+2,47+2,47+2,47+2,43+2,43+2,43+2,47+2,38+2,38+2,38+2,38+2,38+2,37+2,40+2,40+2,40+2,37+2
245127,49+2,49+2,49+2,53+2,52+2,52+2,52+2,53+2,55+2,55+2,55+2,55+2,56+2,56+2,56+2,55+2,53+2,53+2,53+2,53+2,53+2,52+2,47+2,47+2,47+2,52+2
234121,48+2,48+2,48+2,51+2,51+2,51+2,51+2,51+2,52+2,52+2,52+2,53+2,53+2,53+2,53+2,53+2,53+2,54+2,54+2,54+2,53+2,53+2,53+2,53+2,53+2,53+2
237705,43+2,43+2,43+2,50+2,46+2,46+2,46+2,50+2,46+2,46+2,46+2,51+2,44+2,44+2,44+2,51+2,54+2,47+2,47+2,47+2,54+2,54+2,49+2,49+2,49+2,54+2
244361,51+2,51+2,51+2,53+2,54+2,54+2,54+2,53+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,53+2,53+2,53+2,53+2,53+2,53+2,50+2,50+2,50+2,53+2
229770,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,52+2,52+2,52+2,54+2,47+2,47+2,47+2,54+2,48+2,44+2,44+2,44+2,48+2,47+2,44+2,44+2,44+2,47+2
242062,50+2,50+2,50+2,55+2,53+2,53+2,53+2,55+2,56+2,56+2,56+2,56+2,54+2,54+2,54+2,56+2,52+2,51+2,51+2,51+2,52+2,51+2,48+2,48+2,48+2,51+2
228239,51+2,51+2,51+2,54+2,53+2,53+2,53+2,54+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,52+2,53+2,53+2,53+2,52+2,51+2,50+2,50+2,50+2,51+2
244623,47+2,47+2,47+2,51+2,51+2,51+2,51+2,51+2,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,45+2,46+2,46+2,46+2,45+2,44+2,40+2,40+2,40+2,44+2
237714,51+2,51+2,51+2,55+2,53+2,53+2,53+2,55+2,53+2,53+2,53+2,56+2,52+2,52+2,52+2,56+2,55+2,52+2,52+2,52+2,55+2,54+2,51+2,51+2,51+2,54+2
240786,45+2,45+2,45+2,48+2,46+2,46+2,46+2,48+2,45+2,45+2,45+2,49+2,46+2,46+2,46+2,49+2,54+2,51+2,51+2,51+2,54+2,54+2,53+2,53+2,53+2,54+2
245650,53+2,53+2,53+2,54+2,55+2,55+2,55+2,54+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,55+2,56+2,53+2,53+2,53+2,56+2
238995,56+2,56+2,56+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,54+2,52+2,52+2,52+2,54+2,48+2,49+2,49+2,49+2,48+2,48+2,51+2,51+2,51+2,48+2
240275,48+2,48+2,48+2,49+2,48+2,48+2,48+2,49+2,48+2,48+2,48+2,50+2,47+2,47+2,47+2,50+2,53+2,51+2,51+2,51+2,53+2,53+2,55+2,55+2,55+2,53+2
245651,36+2,36+2,36+2,35+2,35+2,35+2,35+2,35+2,34+2,34+2,34+2,36+2,38+2,38+2,38+2,36+2,49+2,48+2,48+2,48+2,49+2,53+2,55+2,55+2,55+2,53+2
226196,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,55+2,55+2,55+2,55+2,53+2,53+2,53+2,55+2,54+2,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,54+2
241300,58+2,58+2,58+2,56+2,58+2,58+2,58+2,56+2,54+2,54+2,54+2,54+2,46+2,46+2,46+2,54+2,41+2,37+2,37+2,37+2,41+2,40+2,36+2,36+2,36+2,40+2
235413,,,,,,,,,,,,,,,,,,,,,,,,,,
242070,38+2,38+2,38+2,38+2,38+2,38+2,38+2,38+2,42+2,42+2,42+2,42+2,47+2,47+2,47+2,42+2,48+2,54+2,54+2,54+2,48+2,50+2,54+2,54+2,54+2,50+2
213143,57+2,57+2,57+2,55+2,55+2,55+2,55+2,55+2,54+2,54+2,54+2,54+2,50+2,50+2,50+2,54+2,47+2,45+2,45+2,45+2,47+2,46+2,45+2,45+2,45+2,46+2
244119,,,,,,,,,,,,,,,,,,,,,,,,,,
237208,53+2,53+2,53+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,54+2,54+2,53+2,52+2,52+2,52+2,53+2
243608,51+2,51+2,51+2,58+2,55+2,55+2,55+2,58+2,55+2,55+2,55+2,58+2,52+2,52+2,52+2,58+2,55+2,50+2,50+2,50+2,55+2,54+2,47+2,47+2,47+2,54+2
244634,50+2,50+2,50+2,54+2,52+2,52+2,52+2,54+2,52+2,52+2,52+2,56+2,53+2,53+2,53+2,56+2,57+2,55+2,55+2,55+2,57+2,56+2,54+2,54+2,54+2,56+2
215451,52+2,52+2,52+2,53+2,52+2,52+2,52+2,53+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,54+2,53+2,53+2,53+2,53+2,53+2,52+2,51+2,51+2,51+2,52+2
244891,40+2,40+2,40+2,36+2,35+2,35+2,35+2,36+2,34+2,34+2,34+2,37+2,38+2,38+2,38+2,37+2,48+2,48+2,48+2,48+2,48+2,51+2,54+2,54+2,54+2,51+2
237724,36+2,36+2,36+2,33+2,33+2,33+2,33+2,33+2,32+2,32+2,32+2,34+2,34+2,34+2,34+2,34+2,47+2,46+2,46+2,46+2,47+2,51+2,55+2,55+2,55+2,51+2
202141,,,,,,,,,,,,,,,,,,,,,,,,,,
233629,36+2,36+2,36+2,34+2,34+2,34+2,34+2,34+2,33+2,33+2,33+2,35+2,36+2,36+2,36+2,35+2,48+2,47+2,47+2,47+2,48+2,50+2,54+2,54+2,54+2,50+2
239005,50+2,50+2,50+2,55+2,53+2,53+2,53+2,55+2,52+2,52+2,52+2,55+2,46+2,46+2,46+2,55+2,44+2,37+2,37+2,37+2,44+2,41+2,33+2,33+2,33+2,41+2
