id,name,original_name,overview,first_air_date
96162,Itaewon Class,이태원 클라쓰,"On the first day of attending his new high school, Park Sae Roy gets into trouble after punching Jang Geun Won, who had been bullying a fellow classmate. Jang Dae Hee, the father of Jang Geun Won, is the CEO of the restaurant business Jagga, and the boss of Park Sae Roy father. After refusing to apologize for punching Jang Geun Won, Park Sae Roy father is fired, and he is ultimately expelled from school. Soon after, a tragic accident, caused by Jang Geun Won, takes place and Park Sae Ro Yoy’s father dies. Heartbroken and angry at his loss, Park Sae Roy viciously beats Jang Geun Won, earning himself time in prison. Deciding to take revenge upon the Jagga compony and the Jang family, Park Sae Roy opens his own restaurant in Itaewon, Seoul.",2020-01-31
60622,Fargo,Fargo,"A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",2014-04-15
4573,Late Night with Conan O'Brien,Late Night with Conan O'Brien,"Late Night with Conan O'Brien is an American late-night talk show hosted by Conan O'Brien that aired 2,725 episodes on NBC between 1993 and 2009. The show featured varied comedic material, celebrity interviews, and musical and comedy performances. Late Night aired weeknights at 12:37 am Eastern/11:37 pm Central and 12:37 am Mountain in the United States. From 1993 until 2000, Andy Richter served as O'Brien's sidekick; following his departure, O'Brien was the show's sole featured performer. The show's house musical act was The Max Weinberg 7, led by E Street Band drummer Max Weinberg.

The second incarnation of NBC's Late Night franchise, O'Brien's debuted in 1993 after David Letterman, who hosted the first incarnation of Late Night, moved to CBS to host Late Show opposite The Tonight Show. In 2004, as part of a deal to secure a new contract, NBC announced that O'Brien would leave Late Night in 2009 to succeed Jay Leno as the host of The Tonight Show. Jimmy Fallon began hosting his version of Late Night on March 2, 2009.",1993-09-13
1054,The Young and the Restless,The Young and the Restless,"The rivalries, romances, hopes and fears of the residents of the fictional Midwestern metropolis, Genoa City. The lives and loves of a wide variety of characters mingle through the generations, dominated by the Newman, Abbott, Baldwin and Winters families.",1973-08-10
61889,Marvel's Daredevil,Marvel's Daredevil,Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,2015-04-10
62649,Superstore,Superstore,"A hilarious workplace comedy about a unique family of employees at a super-sized mega store. From the bright-eyed newbies and the seen-it-all veterans to the clueless summer hires and the in-it-for-life managers, together they hilariously tackle the day-to-day grind of rabid bargain hunters, riot-causing sales and nap-worthy training sessions.",2015-11-30
86850,Dracula,Dracula,"Transylvania, 1897. The blood-drinking Count Dracula is drawing his plans against Victorian London. And be warned: the dead travel fast.",2020-01-01
4419,Real Time with Bill Maher,Real Time with Bill Maher,"Each week Bill Maher surrounds himself with a panel of guests which include politicians, actors, comedians, musicians and the like to discuss what's going on in the world.",2003-02-21
40712,Die Fallers – Eine Schwarzwaldfamilie,Die Fallers – Eine Schwarzwaldfamilie,Die Fallers – Eine Schwarzwaldfamilie is a German television series.,1994-09-25
67116,Lethal Weapon,Lethal Weapon,A slightly unhinged former Navy SEAL lands a job as a police officer in Los Angeles where he's partnered with a veteran detective trying to keep maintain a low stress level in his life.,2016-09-21
4333,The Saint,The Saint,"Simon Templar is The Saint, a handsome, sophisticated, debonair, modern-day Robin Hood who recovers ill-gotten wealth and redistributes it to those in need.",1962-10-04
10957,Australian Survivor,Australian Survivor,"Australian Survivor sees 24 tough and tenacious people marooned on a tropical island with little more than the clothes on their backs and the drive to be the sole survivor. Contestants are deprived of basic comforts and must build their own shelter, light their own fires, gather their own food and fend for themselves.",2002-02-13
2426,Angel,Angel,"The vampire Angel, cursed with a soul, moves to Los Angeles and aids people with supernatural-related problems while questing for his own redemption. A spin-off from Buffy the Vampire Slayer.",1999-10-05
12637,Rebelde,Rebelde,"Rebelde is a Mexican telenovela produced by Televisa and created by Cris Morena. It is a remake of a famous Argentine series Rebelde Way adapted for the Mexican audience therefore leading to differences in characters' backgrounds. The series ran for three seasons, the final episode airing in Mexico on June 2, 2006. Rebelde was replaced in June 2006 with Televisa's new series Código Postal.

The series is set at the Elite Way School, a prestigious private boarding high school in Mexico City with a major plot line revolving around a group of students forming a pop band. Additional subplots involve the school's faculty and the students' parents. One trademark of the show is the random use of English words and phrases, often used by fresa characters.

A notable aspect of the series is that the actors playing the bandmembers are themselves in an actual band named RBD, and perform most of the music used on the show. They have been extremely successful in their own right, becoming one of the most popular acts in Latin America and touring internationally.

Rebelde began airing March 21, 2005 and ended on December 15, 2006. The show was also transmitted in 65 other countries, including Serbia, Peru, Romania on Acasa TV, Brazil, Spain on Antena 3, Slovenia, Bulgaria and from September 2009 in Slovakia on TV Doma, in Croatia on Nova TV and in Albania on Vizion Plus.",2004-10-04
60694,Last Week Tonight with John Oliver,Last Week Tonight with John Oliver,"A half-hour satirical look at the week in news, politics and current events.",2014-04-27
77753,Desmontando la Historia,Desmontando la Historia,,2017-01-22
86184,Singardaan,Singardaan,"Gupta Ji falls in love with Shabnam, a prostitute. She has a makeup box. When Shabnam dies, Guptaji takes the box to his home. The box turns his wife and daughter into a prostitute. How he will save his wife and daughter and how would he get away with the box? Watch this tale, full of magic, lust and suspense, Singardaan.",2019-01-20
31132,Regular Show,Regular Show,"Two bored groundskeepers, Mordecai (a six-foot-tall blue jay) and Rigby (a hyperactive raccoon) are best friends who spend their days trying to entertain themselves by any means necessary, much to the displeasure of their boss. Their everyday pursuits often lead to things spiraling out of control and into the surreal.",2010-09-06
57041,Gintama,銀魂,"The Amanto, aliens from outer space, have invaded Earth and taken over feudal Japan. As a result, a prohibition on swords has been established, and the samurai of Japan are treated with disregard as a consequence.

However one man, Gintoki Sakata, still possesses the heart of the samurai, although from his love of sweets and work as a yorozuya, one might not expect it. Accompanying him in his jack-of-all-trades line of work are Shinpachi Shimura, a boy with glasses and a strong heart, Kagura with her umbrella and seemingly bottomless stomach, as well as Sadaharu, their oversized pet dog. Of course, these odd jobs are not always simple, as they frequently have run-ins with the police, ragtag rebels, and assassins, oftentimes leading to humorous but unfortunate consequences.",2006-04-04
66840,Bull,Bull,"Dr. Jason Bull is the brilliant, brash, and charming founder of a hugely successful trial consulting firm.",2016-09-20
2022,The Batman,The Batman,"The Batman is an American animated television series produced by Warner Bros. Animation based on the DC Comics superhero Batman. It ran from September 11, 2004 to March 22, 2008, on the Saturday morning television block Kids' WB.

Although the series borrows many elements from previous Batman storylines, it does not follow the continuity set by the comic books, the film series, nor that of Batman: The Animated Series and its spin-offs. The character designs were provided by Jackie Chan Adventures artist Jeff Matsuda; he also directed the ending. The series won six Daytime Emmy Awards.",2004-09-11
1104,Mad Men,Mad Men,"Mad Men is set in the 1960s, initially at the fictional Sterling Cooper advertising agency on Madison Avenue in New York City, and later at the newly created firm, Sterling Cooper Draper Pryce, located nearby in the Time-Life Building, at 1271 Avenue of the Americas. According to the show's pilot, the phrase ""mad men"" was a slang term coined in the 1950s by advertisers working on Madison Avenue to refer to themselves. The focal point of the series is Don Draper, creative director at Sterling Cooper and a founding partner at Sterling Cooper Draper Pryce, and the people in his life, both in and out of the office. The plot focuses on the business of the agencies as well as the personal lives of the characters, regularly depicting the changing moods and social mores of the United States in the 1960s.",2007-07-19
3562,NOVA,NOVA,"PBS' premier science series helps viewers of all ages explore the science behind the headlines. Along the way, NOVA demystifies science and technology, and highlights the people involved in scientific pursuits.",1974-03-03
77199,Sword Art Online,Sword Art Online,"Live action adaptation of the Japanese light novel. Follow brilliant young beta tester Kirito and his group of friends when they are trapped - alongside 10,000 other people - in a next-generation virtual reality online role-playing game.",2020-12-31
61733,Empire,Empire,A powerful family drama about the head of a music empire whose three sons and ex-wife all battle for his throne.,2015-01-07
605,"Sabrina, the Teenage Witch","Sabrina, the Teenage Witch","On her sixteenth birthday, Sabrina Spellman discovers she has magical powers. She lives with her 600-year-old aunts Hilda and Zelda as well as talking cat Salem in the fictional town of Westbridge, Massachusetts.",1996-09-27
33880,The Legend of Korra,The Legend of Korra,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",2012-04-14
1425,House of Cards,House of Cards,"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",2013-02-01
34860,Nintama Rantarō,忍たま乱太郎,"Rantarō, Shinbei and Kirimaru are ninja  apprentices in the Ninja Gakuen, where first grade ones are called  ""Nintamas"". They must learn  everything a ninja must know, but as for our heroes, money, food or  playing are more interesting. The series show the everyday adventures of  our heroes.",1993-04-10
75758,Lost in Space,Lost in Space,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",2018-04-13
67744,Mindhunter,Mindhunter,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,2017-10-13
96305,Sefirin Kızı,Sefirin Kızı,,2019-12-16
96402,"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",痛いのは嫌なので防御力に極振りしたいと思います。,"Honjou Kaede is invited by her friend Shiramine Risa to play a virtual reality MMO game with her. While Kaede doesn't dislike games, what she really, truly dislikes is being in pain. She creates a character named Maple, and decides to put all her points in VIT to minimize pain. As a result, she moves slowly, can't use magic, and even a rabbit can get the best of her. But as it turns out, she acquires a skill known as ""Absolute Defense"" as a result of her pumping points into VIT, as well as a ""Counter Skill"" that works against special moves. Now, with her ability to nullify all damage, she goes on adventures.",2020-01-08
69478,The Handmaid's Tale,The Handmaid's Tale,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship. A TV adaptation of Margaret Atwood's novel.",2017-04-26
40758,Großstadtrevier,Großstadtrevier,Follow the everyday work of a fictional police station on the Kiez of Hamburg.,1986-12-16
66017,Resurrection: Ertugrul,Diriliş: Ertuğrul,Ertuğrul Bey and the Knights Templar in the 13th century Alba and step and step with the struggle against brutal Mongols depicts the process of establishing the Ottoman principality.,2014-12-11
4616,Xena: Warrior Princess,Xena: Warrior Princess,"Xena is an infamous warrior on a quest to seek redemption for her past sins against the innocent. Accompanied her comrade-in-arms Gabrielle, the campy couple use their formidable fighting skills to help those who are unable to defend themselves.",1995-09-04
46786,Bates Motel,Bates Motel,"A ""contemporary prequel"" to the 1960 film Psycho, depicting the life of Norman Bates and his mother Norma prior to the events portrayed in Hitchcock's film, albeit in a different fictional town and in a modern setting. The series begins after the death of Norma's husband, when she purchases a motel located in a coastal Oregon town so she and Norman can start a new life.",2013-03-18
4239,Married... with Children,Married... with Children,"Al Bundy is an unsuccessful middle aged shoe salesman with a miserable life and an equally dysfunctional family. He hates his job, his wife is lazy, his son is dysfunctional (especially with women), and his daughter is dim-witted and promiscuous.",1987-04-05
32726,Bob's Burgers,Bob's Burgers,"Bob's Burgers follows a third-generation restaurateur, Bob, as he runs Bob's Burgers with the help of his wife and their three kids. Bob and his quirky family have big ideas about burgers, but fall short on service and sophistication. Despite the greasy counters, lousy location and a dearth of customers, Bob and his family are determined to make Bob's Burgers ""grand re-re-re-opening"" a success.",2011-01-09
37678,The Voice,The Voice,"The strongest vocalists from across the United states compete in a blockbusters vocal competition, the winner becomes “The Voice.” The show's innovative format features four stages of competition: the blind auditions, the battle rounds, the knockouts and, finally, the live performance shows.",2011-04-26
578,Numb3rs,Numb3rs,"Inspired by actual cases and experiences, Numb3rs depicts the confluence of police work and mathematics in solving crime as an FBI agent recruits his mathematical genius brother to help solve a wide range of challenging crimes in Los Angeles from a very different perspective.",2006-03-05
67575,Moomin,楽しいムーミン一家,"In the remote and mysterious Moomin Valley live the Moomin trolls, gentle and peaceful creatures. Young Moomin and his family experience many strange adventures, both magical and mundane. Based on the children's stories by Tove Jansson.",1990-04-12
2122,King of the Hill,King of the Hill,"Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in.",1997-01-12
2303,Hawaii Five-O,Hawaii Five-O,"Hawaii Five-O is an American police procedural drama series produced by CBS Productions and Leonard Freeman. Set in Hawaii, the show originally aired for 12 seasons from 1968 to 1980, and continues in reruns. Jack Lord portrayed Detective Lieutenant Steve McGarrett, the head of a special state police task force which was based on an actual unit that existed under martial law in the 1940s. The theme music composed by Morton Stevens became especially popular. Many episodes would end with McGarrett instructing his subordinate to ""Book 'em, Danno!"", sometimes specifying a charge such as ""murder one"".",1968-09-20
82516,Unauthorized Living,Vivir sin Permiso,"When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",2018-09-24
62852,Billions,Billions,"A complex drama about power politics in the world of New York high finance. 

Shrewd, savvy U.S. Attorney Chuck Rhoades and the brilliant, ambitious hedge fund king Bobby ""Axe"" Axelrod are on an explosive collision course, with each using all of his considerable smarts, power and influence to outmaneuver the other. The stakes are in the billions in this timely, provocative series.",2016-01-17
31654,Digimon Adventure,デジモンアドベンチャー,"While at summer camp, seven kids are transported to a strange digital world. In this new world they make friends with creatures that call themselves Digimon who were born to defend their world from various evil forces.",1999-03-07
75006,The Umbrella Academy,The Umbrella Academy,"A dysfunctional family of superheroes comes together to solve the mystery of their father's death, the threat of the apocalypse and more.",2019-02-15
74577,The End of the F***ing World,The End of the F***ing World,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.",2017-10-24
32573,Strike Back,Strike Back,"The series follows John Porter, a former British Special Forces soldier, who is drafted back into service by Section 20, a fictional branch of the Secret Intelligence Service.",2010-05-05
61692,Fresh Off the Boat,Fresh Off the Boat,"A '90s-set single-camera comedy about a hip-hop-loving Asian kid growing up in suburban Orlando, being raised by an immigrant father obsessed with all things American and an immigrant mother often bewildered by white culture.",2015-02-04
69581,The Worst Witch,The Worst Witch,Mildred Hubble becomes a student at Cackle's Academy.,2017-01-11
1930,The Beverly Hillbillies,The Beverly Hillbillies,"The Beverly Hillbillies is an American situation comedy originally broadcast for nine seasons on CBS from 1962 to 1971, starring Buddy Ebsen, Irene Ryan, Donna Douglas, and Max Baer, Jr.

The series is about a poor backwoods family transplanted to Beverly Hills, California, after striking oil on their land. A Filmways production created by writer Paul Henning, it is the first in a genre of ""fish out of water"" themed television shows, and was followed by other Henning-inspired country-cousin series on CBS. In 1963, Henning introduced Petticoat Junction, and in 1965 he reversed the rags to riches model for Green Acres. The show paved the way for later culture-conflict programs such as The Jeffersons, McCloud, The Nanny, The Fresh Prince of Bel-Air, and Doc. Panned by many entertainment critics of its time, it quickly became a huge ratings success for most of its nine-year run on CBS.

The Beverly Hillbillies ranked among the top twenty most watched programs on television for eight of its nine seasons, twice ranking as the number one series of the year, with a number of episodes that remain among the most watched television episodes of all time.

The ongoing popularity of the series spawned a 1993 film remake by 20th Century Fox.",1962-09-26
4582,Ironside,Ironside,"Ironside is a Universal television series that ran on NBC from September 14, 1967 to January 16, 1975. The show starred Raymond Burr as a paraplegic Chief of Detectives, Robert T. Ironside. The character debuted on March 28, 1967 in a TV movie. When broadcast in the United Kingdom the show was initially titled A Man Called Ironside. The show earned Burr six Emmy and two Golden Globe nominations.

A new television series having the same name, Ironside is currently under development and is scheduled to debut on October 2, 2013.",1967-03-28
6467,Chicago Hope,Chicago Hope,"Chicago Hope is an American medical drama television series, created by David E. Kelley. It ran on CBS from September 18, 1994, to May 4, 2000. The series is set in a fictional private charity hospital in Chicago, Illinois. The show is set to return in the fall of 2013 on TVGN in reruns.",1994-09-18
30980,A Certain Magical Index,とある魔術の禁書目録,"Kamijo is a student in Academy City, where people use science to develop supernatural abilities. The guy’s got a lot of heart – luckily for a young nun named Index. She’s on the run from a sorcery society that covets the astonishing 103,000 volumes of magical knowledge stored in her memory. When Index stumbles into Kamijo’s life, she find a faithful friend and protector, and while Kamijo’s easily the weakest kid in Academy City, he’s got something else going for him: the Imagine Breaker, an unexplainable power stored in his right hand that negates the powers of others. With scientists and sorcerers attacking from all sides, the Imagine Breaker will definitely come in handy – but it’s Kamijo’s loyalty to Index that will be his greatest weapon in the fight to keep her safe.",2008-10-04
18014,Tosh.0,Tosh.0,"A weekly topical series hosted by comedian Daniel Tosh that delves into all aspects of the Internet, from the ingenious to the absurd to the medically inadvisable.",2009-06-04
47665,Black Sails,Black Sails,"The pirate adventures of Captain Flint and his men twenty years prior to Robert Louis Stevenson’s classic “Treasure Island.” Flint, the most brilliant and most feared pirate captain of his day, takes on a fast-talking young addition to his crew who goes by the name John Silver. Threatened with extinction on all sides, they fight for the survival of New Providence Island, the most notorious criminal haven of its day – a debauched paradise teeming with pirates, prostitutes, thieves and fortune seekers, a place defined by both its enlightened ideals and its stunning brutality.",2014-01-25
46441,Tyler Perry's The Haves and the Have Nots,Tyler Perry's The Haves and the Have Nots,"Follow the complicated dynamic between the rich and powerful Cryer family and the hired help who work in their opulent Savannah, Georgia, mansion.",2013-05-28
4238,The King of Queens,The King of Queens,"Three's definitely a crowd for parcel post deliveryman Doug Heffernan, whose newly widowed father-in-law, Arthur has moved in with him and his wife Carrie. Doug's no longer the king of his domain -- the renovated basement that houses his beloved supersized TV set -- let alone the king of Queens, where he lives.",1998-09-21
4583,Derrick,Derrick,"Derrick was a German TV series produced by Telenova Film und Fernsehproduktion in association with ZDF, ORF and SRG between 1974 and 1998 about Detective Chief Inspector Stephan Derrick and his loyal assistant Inspector Harry Klein, who solve murder cases in Munich and surroundings.",1974-10-20
790,Agatha Christie's Poirot,Agatha Christie's Poirot,"From England to Egypt, accompanied by his elegant and trustworthy sidekicks, the intelligent yet eccentrically-refined Belgian detective Hercule Poirot pits his wits against a collection of first class deceptions.",1989-01-08
61662,Schitt's Creek,Schitt's Creek,"Formerly filthy rich video store magnate Johnny Rose, his soap star wife Moira, and their two kids, über-hipster son David and socialite daughter Alexis, suddenly find themselves broke and forced to live in Schitt's Creek, a small depressing town they once bought as a joke.",2015-01-13
83981,The War of the Worlds,The War of the Worlds,"In Edwardian England, George and his partner Amy attempt to defy society and start a life together as they face the escalating terror of an alien invasion, fighting for their lives against an enemy beyond their comprehension.",2019-11-17
72750,Killing Eve,Killing Eve,"A security consultant hunts for a ruthless assassin. Equally obsessed with each other, they go head to head in an epic game of cat-and-mouse.",2018-04-08
96198,The Dead Lands,The Dead Lands,"Waka, a murdered Māori warrior returned from the Afterlife, and Mehe, a determined young woman, embark on a quest to find who ""broke the world"" and how to close the breach between the living and the dead.",2020-01-23
34899,Magnificent Century,Muhteşem Yüzyıl,"Muhteşem Yüzyıl is a prime time historical Turkish television series. It was originally broadcast on Show TV and then transferred to Star TV. It is based on the life of Suleiman the Magnificent, the longest reigning Sultan of the Ottoman Empire, and his wife Hürrem Sultan, a slave girl who became a Sultan.",2011-01-06
11890,"Goede Tijden, Slechte Tijden","Goede Tijden, Slechte Tijden","Goede tijden, slechte tijden, also known as GTST, is the longest-running Dutch soap opera, which began on 1 October 1990 on RTL4. The programme was the first daily soap in the Netherlands. The soap is produced by Joop van den Ende and to date over 4,000 episodes have been broadcast. It was inspired by the Australian soap The Restless Years, although it started following its own course during the third season. GTST is broadcast Monday to Friday at 20:00. Around 1.5 million viewers watch each episode. It is the highest rated soap opera in the Netherlands.

The soap mainly revolves around the lives of the families Alberts, Sanders, De Jong, Van Houten and Bouwhuis. It all takes place in the fictional town of Meerdijk. Like any other soap, marriage, divorce, kidnapping and business are a few of the ingredients of GTST, although in recent years, GTST has become known for writing and producing more controversial storylines. GTST is also known for having a summer break each year, ending a season sometime in June with a cliffhanger, only to resume three months later in September. Although the early cliffhangers often revolved around family drama, later cliffhangers have often revolved around disasters and unexpected twists.",1990-10-01
4229,Dexter's Laboratory,Dexter's Laboratory,"Dexter's Laboratory is an American comic science fiction animated children's television series created by Genndy Tartakovsky for Cartoon Network. The series follows Dexter, a boy-genius with a secret laboratory filled with his collection of inventions. He constantly battles his sister Dee Dee, who always gains access despite his best efforts to keep her out, as well as his arch-rival and neighbor, Mandark. The series' first two seasons contain additional segments: Dial M for Monkey, which focuses on Dexter's pet lab monkey-turned-superhero, and The Justice Friends, about a trio of superheroes who share an apartment.

Tartakovsky first pitched the series to Hanna-Barbera's animated shorts showcase World Premiere Toons, basing it on student films he produced while attending the California Institute of the Arts. Four shorts were created and broadcast on Cartoon Network in 1995 and 1996 before viewer approval ratings convinced the network to order a 13-episode first season, which premiered on April 28, 1996. By 1999, 52 episodes and a television movie had been produced, and Tartakovsky then left the series to begin work on his other projects, Samurai Jack and Star Wars: Clone Wars. In 2001, the network revived the series under a different production team at Cartoon Network Studios, and after 26 more episodes, the series ended on November 20, 2003.",1996-04-28
33765,My Little Pony: Friendship Is Magic,My Little Pony: Friendship Is Magic,"""Get your muzzle out of those books and make some friends!"" That's what Princess Celestia tells Twilight Sparkle. She may be the smartest unicorn in Equestria, but Twilight Sparkle gets an ""incomplete"" in friendship. There's more to life than learning magic, after all -- so she goes to Ponyville on a mission to make friends. There she meets five special ponies who take her on exciting adventures and teach her the most powerful magic of all ... the magic of friendship!",2010-10-10
3531,The Celebrity Apprentice,The Celebrity Apprentice,"The ultimate sixteen-week job interview where eighteen Americans compete in a series of rigorous business tasks, many of which include prominent Fortune 500 companies and require street smarts and intelligence to conquer, in order to show the boss that they are the best candidate for his companies. In each episode, the losing team is sent to the boardroom where they are judged on their performance in the task. One person is fired and sent home.",2004-01-08
11577,The Big Valley,The Big Valley,"The Big Valley is an American western television series which ran on ABC from September 15, 1965, to May 19, 1969. The show stars Barbara Stanwyck, as the widow of a wealthy nineteenth century California rancher. It was created by A.I. Bezzerides and Louis F. Edelman, and produced by Levy-Gardner-Laven for Four Star Television.",1965-09-15
62715,Dragon Ball Super,ドラゴンボール超（スーパー）,"With Majin Boo defeated half-a-year prior, peace returns to Earth, where Son Goku (now a radish farmer) and his friends now live peaceful lives. However, a new threat appears in the form of Beerus, the God of Destruction. Considered the most terrifying being in the entire universe, Beerus is eager to fight the legendary warrior seen in a prophecy foretold decades ago known as the Super Saiyan God. The series retells the events from the two Dragon Ball Z films, Battle of Gods and Resurrection 'F' before proceeding to an original story about the exploration of alternate universes.",2015-07-05
29082,De Wereld Draait Door,De Wereld Draait Door,"Talkshow hosted by Matthijs van Nieuwkerk containing a mixture of news, information, television bloopers and general entertainment.",2005-10-10
1621,Boardwalk Empire,Boardwalk Empire,"Atlantic City at the dawn of Prohibition is a place where the rules don't apply. And the man who runs things -- legally and otherwise -- is the town's treasurer, Enoch ""Nucky"" Thompson, who is equal parts politician and gangster.",2010-09-19
2458,CSI: NY,CSI: NY,"CSI: NY is an American police procedural television series that ran on CBS from September 22, 2004 to February 22, 2013 for a total of nine seasons and 197 original episodes. The show follows the investigations of a team of NYPD forensic scientists and police officers identified as ""Crime Scene Investigators"".",2004-09-22
2317,My Name Is Earl,My Name Is Earl,"When petty criminal Earl Hickey wins the lottery, he sets off on a quest to repair his questionable karma.",2005-09-20
160,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,"Distinctly different from the grim, violent, and dark MIRAGE comics from which the Turtles originated, this version of the franchise has remained the longest running, and most memorable, version of all. Four turtles fall into the sewers and are befriended by Hamato Yoshi a Japanese man sent to New York who was forced to live in the sewers. One day he sees a strange green glow which transforms the four turtles into human-like creatures. Hamato (now Master Splinter) changes into a giant rat from the green glow and teaches the turtles the skills of the ninja as they team up with Channel 6 news reporter April O'Neil to battle against Yoshi's arch enemy Shredder and Krang, an alien warlord from Dimension X.",1987-09-10
47450,Into the Badlands,Into the Badlands,"In a land controlled by feudal barons, a great warrior and a young boy embark on a journey across a dangerous land to find enlightenment. 

A genre-bending martial arts series very loosely based on the classic Chinese tale Journey to the West.",2015-11-15
89671,Afili Aşk,Afili Aşk,"The story of a Ayse, who due to slanderous accusations is forced to marry Kerem, a well-known rich and handsome playboy.",2019-06-12
1908,Miami Vice,Miami Vice,"The story of the Miami Police Department's vice squad and its efforts to end drug trafficking and prostitution, centered on the unlikely partnership of Sonny Crockett and Ricardo Tubbs - who first meet when Tubbs is undercover in a drug cartel.",1984-09-16
1940,Entourage,Entourage,Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.,2004-07-18
69630,The Bold Type,The Bold Type,"A glimpse into the outrageous lives of Jane, Kat and Sutton, who are working at the nation's top women's magazine, Scarlet, while navigating their careers, identities and individual voices.",2017-06-20
67178,Marvel's The Punisher,Marvel's The Punisher,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.,2017-11-17
106,The Andy Griffith Show,The Andy Griffith Show,"The Andy Griffith Show is an American sitcom first televised on CBS between October 3, 1960 and April 1, 1968. Andy Griffith portrays the widowed sheriff of the fictional small community of Mayberry, North Carolina. His life is complicated by an inept, but well-meaning deputy, Barney Fife, a spinster aunt and housekeeper, Aunt Bee, and a precocious young son, Opie. Local ne'er-do-wells, bumbling pals, and temperamental girlfriends further complicate his life. Andy Griffith stated in a Today Show interview, with respect to the time period of the show: ""Well, though we never said it, and though it was shot in the '60s, it had a feeling of the '30s. It was when we were doing it, of a time gone by.""

The series never placed lower than seventh in the Nielsen ratings and ended its final season at number one. It has been ranked by TV Guide as the 9th-best show in American television history. Though neither Griffith nor the show won awards during its eight-season run, series co-stars Knotts and Bavier accumulated a combined total of six Emmy Awards. The show, a semi-spin-off from an episode of The Danny Thomas Show titled ""Danny Meets Andy Griffith"", spawned its own spin-off series, Gomer Pyle, U.S.M.C., a sequel series, Mayberry R.F.D., and a reunion telemovie, Return to Mayberry. The show's enduring popularity has generated a good deal of show-related merchandise. Reruns currently air on TV Land, and the complete series is available on DVD. All eight seasons are also now available by streaming video services such as Netflix.",1960-10-03
31351,Tout le monde en parle,Tout le monde en parle,"Host Guy A. Lepage brings together six to eight personalities from different milieus—sports, politics, stage productions and more—that are the subject of everyone’s conversations and/or are important figures in recent events. Participants are invited to speak freely, voicing their opinions on headline news or on a subject that is near and dear to them. ",2004-09-12
314,Star Trek: Enterprise,Star Trek: Enterprise,"During the mid-22nd century, a century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation.",2001-09-26
33238,Running Man,런닝맨,"A landmark representing Korea, how much do you know?  Korea's representative landmark to let the running man know directly!  The best performers of Korea gathered there! Solve the missions in various places and get out of there until the next morning through game!  Through constant confrontation and urgent confrontation, we will reveal the hidden behind-the-scenes of Korean landmarks!",2010-07-11
63070,Zimmer frei!,Zimmer frei!,,1996-07-09
4349,Melrose Place,Melrose Place,"Melrose Place is an American primetime soap opera that aired on Fox from July 8, 1992, to May 24, 1999 for seven seasons. It follows the lives of a group of young adults living in a brownstone apartment complex on Melrose Place, in Los Angeles, California. The show was created by Darren Star for Fox and executive produced by Aaron Spelling for his company, Spelling Television. It is the second series in the Beverly Hills, 90210 franchise. Season one and season two were broadcast on Wednesday at 9pm, after Beverly Hills, 90210. In 1994, for its third season premiere, the show moved to Monday at 8pm.

The show had many cast changes during the run. Thomas Calabro was the only original cast member to remain on the series throughout its entire run.

The show earned several Golden Globe nominations and placed #51 on Entertainment Weekly's ""New TV Classics"" list.",1992-07-08
