id,name,original_name,overview,first_air_date,origin_country,original_language,vote_average,vote_count,popularity,genre_ids
44305,DreamWorks Dragons,DreamWorks Dragons,"DreamWorks Dragons is an American computer-animated television series airing on Cartoon Network based on the 2010 film How to Train Your Dragon. The series serves as a bridge between the first film and its 2014 sequel. Riders of Berk follows Hiccup as he tries to keep balance within the new cohabitation of Dragons and Vikings. Alongside keeping up with Berk's newest installment — A Dragon Training Academy — Hiccup, Toothless, and the rest of the Viking Teens are put to the test when they are faced with new worlds harsher than Berk, new dragons that can't all be trained, and new enemies who are looking for every reason to destroy the harmony between Vikings and Dragons all together.",2012-08-07,['US'],en,7.5,88,28.43,"[16, 35, 10759, 10765]"
79501,Doom Patrol,Doom Patrol,"The Doom Patrol’s members each suffered horrible accidents that gave them superhuman abilities — but also left them scarred and disfigured. Traumatized and downtrodden, the team found purpose through The Chief, who brought them together to investigate the weirdest phenomena in existence — and to protect Earth from what they find.",2019-02-15,['US'],en,6.5,254,30.987,"[10759, 10765]"
63333,The Last Kingdom,The Last Kingdom,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",2015-10-10,['GB'],en,7.7,287,29.666,"[18, 10759]"
62704,Ballers,Ballers,"Looking at the lives of former and current football players, the show follows former superstar Spencer Strasmore as he gets his life on track in retirement while mentoring other current and former players through the daily grind of the business of football.",2015-06-21,['US'],en,5.8,286,22.635,"[35, 18]"
60554,Star Wars Rebels,Star Wars Rebels,"Set between the events of Star Wars: Episodes III and IV, the story unfolds during a dark time when the evil Galactic Empire is tightening its grip of power on the galaxy. Imperial forces have occupied a remote planet and are ruining the lives of its people. The motley but clever crew of the starship Ghost — cowboy Jedi Kanan, ace pilot Hera, street-smart teenager Ezra, the “muscle” Zeb, warrior firebrand Sabine, and cantankerous old astromech droid Chopper — is among a select few who are brave enough to stand against the Empire. Together, they will face threatening new villains, encounter colorful adversaries, embark on thrilling adventures, and become heroes with the power to ignite a rebellion.",2014-10-13,['US'],en,7.2,192,35.529,"[16, 10759]"
71663,Black Lightning,Black Lightning,"Jefferson Pierce is a man wrestling with a secret. As the father of two daughters and principal of a charter high school that also serves as a safe haven for young people in a New Orleans neighborhood overrun by gang violence, he is a hero to his community.",2018-01-16,['US'],en,6.5,278,35.101,"[18, 10759, 10765]"
65930,My Hero Academia,僕のヒーローアカデミア,"In a world where eighty percent of the population has some kind of super-powered Quirk, Izuku was unlucky enough to be born completely normal. But that won’t stop him from enrolling in a prestigious hero academy. Now, he’ll get his first taste of brutal rivalry from other schools as he braves the cutthroat, no-holds-barred provisional license exam.",2016-04-03,['JP'],ja,8.0,220,37.072,"[16, 35, 10759]"
68421,Altered Carbon,Altered Carbon,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",2018-02-02,['US'],en,7.9,523,24.548,[10765]
60866,iZombie,iZombie,"A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",2015-03-17,['US'],en,7.2,544,30.238,"[80, 18, 27, 10765]"
46195,Monogatari,化物語,"The Monogatari Series revolves around on Koyomi Araragi, a third-year high school student who survived a vampire attack, and finds himself helping some girls involved with all kinds of apparitions, deities, ghosts, mythological beasts, and spirits.",2009-07-03,['JP'],ja,7.7,70,29.862,"[16, 35, 18, 14]"
61418,Jane the Virgin,Jane the Virgin,"A comedy-drama following a chaste young woman who is accidentally impregnated via artificial insemination as she struggles to inform her devoutly religious family and make the right choices concerning the child. Based on the telenovela ""Juana la virgen.""",2014-10-13,['US'],en,7.2,219,40.553,"[35, 18]"
80752,See,See,"A virus has decimated humankind. Those who survived emerged blind. Centuries later when twins are born with the mythic ability to see, their father must protect his tribe against a threatened queen.",2019-11-01,['US'],en,7.8,161,34.589,"[18, 10759, 10765]"
5371,iCarly,iCarly,"Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.",2007-09-08,['US'],en,7.3,148,25.93,"[35, 10751]"
1435,The Good Wife,The Good Wife,The Good Wife is a legal drama starring Emmy Award winner Julianna Margulies as a wife and mother who boldly assumes full responsibility for her family and re-enters the workforce after her husband's very public sex and political corruption scandal lands him in jail.,2009-09-22,['US'],en,7.4,232,40.693,[18]
98510,Omniscient,Onisciente,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",2020-01-29,['BR'],pt,7.5,4,31.059,"[18, 10765]"
10283,Archer,Archer,"Sterling Archer is the world's most daunting spy. He works for ISIS, a spy agency run by his mother. In between dealing with his boss and his co-workers - one of whom is his ex-girlfriend - Archer manages to annoy or seduce everyone that crosses his path. His antics are only excusable because at the end of the day, he still somehow always manages to thwart whatever crises was threatening mankind.",2009-09-17,['US'],en,7.9,577,24.011,"[16, 35, 18, 10759]"
19758,SOKO Leipzig,SOKO Leipzig,"SOKO Leipzig is a German police procedural television programme, a spin-off of the earlier German police programme SOKO 5113. It was first broadcast on 31 January 2001, on German television channel ZDF. On 12 November 2008, the first part of a two-part crossover between SOKO Leipzig and British police procedural The Bill was aired, with the same version being shown on both ZDF and British television channel ITV1.",2001-01-31,['DE'],de,10.0,1,20.588,"[80, 18]"
97141,Justin Bieber: Seasons,Justin Bieber: Seasons,"An intimate behind-the-scenes look at Justin Bieber's private life, including never-before-seen footage of his wedding to Hailey Bieber and his day-to-day alongside those in his inner circle.",2020-01-27,[],en,9.0,2,16.872,[99]
1639,Heroes,Heroes,Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.,2006-09-25,['US'],en,7.1,823,22.521,"[18, 10765]"
2004,Malcolm in the Middle,Malcolm in the Middle,"A gifted young teen tries to survive life with his dimwitted, dysfunctional family.",2000-01-09,['US'],en,7.6,423,22.168,[35]
4601,Law & Order: Criminal Intent,Law & Order: Criminal Intent,The third installment of the “Law &amp; Order” franchise takes viewers deep into the minds of its criminals while following the intense psychological approaches the Major Case Squad uses to solve its crimes.,2001-09-30,['US'],en,7.6,142,23.437,[18]
73223,Black Clover,ブラッククローバー,"Asta and Yuno are two orphans who want the same thing: to become the Wizard King. Locked in a friendly rivalry, they work hard towards their goal. While Yuno excels at magic, Asta has a problem uncommon in this world: he has no powers! But, on the day they receive their grimoires, they surprise everyone. To reach their goal, they’ll each find their own path to greatness—with or without magic.",2017-10-03,['JP'],ja,5.7,124,27.979,"[16, 35, 10759]"
71738,The Orville,The Orville,"Follows the crew of the not-so-functional exploratory ship in the Earth's interstellar fleet, 400 years in the future.",2017-09-10,['US'],en,7.3,411,28.802,"[35, 18, 10765]"
5687,The Smurfs,The Smurfs,"Classic Saturday-morning cartoon series featuring magical blue elf-like creatures called Smurfs. The Smurfs, named for their personalities, inhabit a village of mushroom houses in an enchanted forest. These loveable creatures are led by Papa Smurf and live carefree... except for one major threat to their existance: Gargamel, an evil but inept wizard who lives in a stone-built house in the forest; and his feline companion, the equally nasty Azrael. ",1981-09-12,"['BE', 'US']",en,6.5,135,35.37,"[16, 10751, 10762, 10765]"
105,Sex and the City,Sex and the City,"Based on the bestselling book by Candace Bushnell, Sex and the City tells the story of four best friends, all single and in their late thirties, as they pursue their careers and talk about their sex lives, all while trying to survive the New York social scene. ",1998-06-06,['US'],en,5.9,267,20.52,[35]
10083,The Fugitive,The Fugitive,"The Fugitive is an American drama series created by Roy Huggins and produced by QM Productions and United Artists Television that aired on ABC from 1963 to 1967. David Janssen stars as Richard Kimble, a doctor who is falsely convicted of his wife's murder and given the death penalty. En route to death row, Kimble's train derails and crashes, allowing him to escape and begin a cross-country search for the real killer, a ""one-armed man"". At the same time, Dr. Kimble is hounded by the authorities, most notably dogged by Police Lieutenant Philip Gerard.

The Fugitive aired for four seasons, and a total of 120 51-minute episodes were produced. The first three seasons were filmed in black and white; the final season was in color. As of October 2012, The Fugitive is broadcast weekly on Me-TV.

In 2002, The Fugitive was ranked No. 36 on TV Guide's 50 Greatest TV Shows of All Time. TV Guide named the one-armed man #5 in their 2013 list of The 60 Nastiest Villains of All Time.",1963-09-17,['US'],en,7.3,24,11.519,"[18, 9648, 10759]"
75219,9-1-1,9-1-1,"Explore the high-pressure experiences of police officers, paramedics and firefighters who are thrust into the most frightening, shocking and heart-stopping situations. These emergency responders must try to balance saving those who are at their most vulnerable with solving the problems in their own lives.",2018-01-03,['US'],en,7.6,214,39.001,"[80, 18, 10759]"
1274,Six Feet Under,Six Feet Under,"A darkly comic look at members of a dysfunctional L.A. family that run a funeral business. 

When death is your business, what is your life? For the Fisher family, the world outside of their family-owned funeral home continues to be at least as challenging as--and far less predictable than--the one inside.",2001-06-03,['US'],en,8.2,398,22.602,[18]
720,DuckTales,DuckTales,"Scrooge McDuck finds his hands full at home when nephews Huey, Dewey and Louie move to Duckburg. Joined by their loyal pals Launchpad McQuack, Gyro Gearloose and Mrs. Beakley, the DuckTales gang never fails to deliver a wealth of adventure. Get ready for a fortune of fun with DuckTales!",1987-09-18,['US'],en,7.5,221,23.907,"[16, 9648, 10751, 10765]"
46296,Spartacus,Spartacus,"Spartacus is an American television series inspired by the historical figure of Spartacus, a Thracian gladiator who from 73 to 71 BCE led a major slave uprising against the Roman Republic departing from Capua.",2010-01-22,['US'],en,7.9,554,25.934,[18]
62017,The Man in the High Castle,The Man in the High Castle,"Explore what it would be like if the Allied Powers had lost WWII, and Japan and Germany ruled the United States. Based on Philip K. Dick's award-winning novel.",2015-01-15,['US'],en,7.5,420,33.103,"[18, 10765]"
1516,The A-Team,The A-Team,"The A-Team is an American action-adventure television series, running from 1983 to 1987, about a fictional group of ex United States Army Special Forces personnel who work as soldiers of fortune, while on the run from the Army after being branded as war criminals for a ""crime they didn't commit"".",1983-01-23,['US'],en,7.0,244,23.285,[10759]
80748,FBI,FBI,"The elite unit of the New York office of the FBI brings to bear all their talents, intellect and technical expertise on major cases in order to keep New York and the country safe.",2018-09-25,['US'],en,7.2,97,21.707,"[80, 18]"
34522,Adaalat,अदालत,"K.D Pathak is a suave, sophisticated, witty and yet unconventional defence lawyer with an impeccable track record. He stands not for his client, but for Justice.",2010-11-20,['IO'],hi,7.0,1,8.908,[18]
21755,Pawn Stars,Pawn Stars,"Go inside the colorful world of the pawn business. At the Gold & Silver Pawn Shop on the outskirts of Las Vegas, generations of the Harrison family run the family business, and there’s clashing and camaraderie every step of the way.",2009-07-19,['US'],en,6.4,89,12.953,"[35, 10764]"
65942,Re:ZERO -Starting Life in Another World-,Re：ゼロから始める異世界生活,"Natsuki Subaru, an ordinary high school  student, is on his way home from the convenience store when he finds  himself transported to another world. As he's lost and confused in a new  world where he doesn't even know left from right, the only person to  reach out to him was a beautiful girl with silver hair. Determined to  repay her somehow for saving him from his own despair, Subaru agrees to  help the girl find something she's looking for.",2016-04-04,['JP'],ja,7.5,90,33.497,"[16, 35, 18, 10765]"
66980,Babylon Berlin,Babylon Berlin,"Colognian commissioner Gereon Rath moves to Berlin, the epicenter of political and social changes in the Golden Twenties.",2017-10-13,['DE'],de,8.1,69,29.364,[18]
2352,The Nanny,The Nanny,"Fran, fresh out of her job as a bridal consultant in her boyfriend’s shop, first appears on the doorstep of Broadway producer Maxwell Sheffield peddling cosmetics, and quickly stumbled upon the opportunity to become The Nanny for his three children. But soon Fran, with her offbeat nurturing and no-nonsense honesty, touches Maxwell as well as the kids.",1993-11-03,['US'],en,7.0,172,23.287,[35]
41149,Die Rosenheim-Cops,Die Rosenheim-Cops,,2002-01-09,['DE'],de,6.1,4,11.562,[80]
69740,Ozark,Ozark,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",2017-07-21,['US'],en,7.9,443,21.517,"[80, 18]"
2290,Stargate Atlantis,Stargate Atlantis,"With the Ancients' city of Atlantis discovered in the Pegasus Galaxy by Stargate Command, Dr. Elizabeth Weir and Major Sheppard lead a scientific expedition to the ancient abandoned city. Once there, the team not only find themselves unable to contact Earth, but their explorations unexpectedly reawaken the Ancients' deadly enemies, The Wraith, who hunger for this new prey. Now with the help of newfound local allies like Teyla Emmagan, the Atlantis Team sets about to uncover their new home's secrets even as their war of survival against the Wraith begins.",2004-07-15,"['US', 'CA']",en,7.9,402,31.784,"[18, 10759, 10765]"
4606,Garfield and Friends,Garfield and Friends,"The animated stories of Garfield the cat, Odie the dog, their owner Jon and the trouble they get into. And also Orson the Pig and his adventures on a farm with his fellow farm animals.",1988-09-17,['US'],en,6.7,68,12.639,"[16, 35]"
63210,Shadowhunters,Shadowhunters,"When Clary Fray's mother has disappeared, Clary joins a band of Shadowhunters; demon killing hunters, and gets caught up in a plan to save the world.",2016-01-12,['US'],en,7.1,419,37.098,"[18, 10759, 10765]"
61175,Steven Universe,Steven Universe,"A young boy takes his mother's place in a group of gemstone-based beings, and must learn to control his powers.",2013-11-04,['US'],en,7.8,171,23.703,"[16, 35, 10751, 10759, 10765]"
1395,Gossip Girl,Gossip Girl,An exclusive group of privileged teens from a posh prep school on Manhattan's Upper East Side whose lives revolve around the blog of the all-knowing albeit ultra-secretive Gossip Girl.,2008-01-19,['US'],en,7.1,269,29.555,[35]
10160,Big Brother,Big Brother,"American version of the reality game show which follows a group of HouseGuests living together 24 hours a day in the ""Big Brother"" house, isolated from the outside world but under constant surveillance with no privacy for three months.",2000-07-05,['US'],en,4.7,149,19.997,[10764]
90388,Fire in His Fingertips,指先から本気の熱情-幼なじみは消防士-,"Office worker Ryou Fujihashi is trapped inside her apartment which has set ablaze. The firefighters arrive in time to save her, and one of them happens to be Souma Mizuno, Fujihashi's childhood friend who she had a crush on. As the apartment fire gets put out, an old love gets rekindled.",2019-07-07,[],ja,6.0,1,25.972,"[16, 35]"
56296,Orphan Black,Orphan Black,A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.,2013-03-30,"['US', 'CA']",en,7.7,565,21.111,"[18, 10765]"
83300,Diablero,Diablero,A young priest enlists the help of a demon hunter and a paranormal expert to search for a kidnapped girl in the underworld of Mexico City.,2018-12-21,['MX'],es,6.8,12,29.259,"[9648, 10765]"
74440,Harley Quinn,Harley Quinn,Harley Quinn has finally broken things off once and for all with the Joker and attempts to make it on her own as the criminal Queenpin of Gotham City.,2019-11-29,['US'],en,8.2,49,35.896,"[16, 35, 80]"
61852,Henry Danger,Henry Danger,"When 13-year-old Henry Hart lands a job as Danger, the sidekick-in-training to superhero Captain Man, he must learn to navigate a double life balancing the challenges of 8th grade with the crazy adventures of a real-life crime fighter!",2014-07-26,['US'],en,8.2,55,31.078,"[35, 10751]"
39297,Last Man Standing,Last Man Standing,A married father of three tries to maintain his manliness in a world increasingly dominated by women.,2011-10-11,['US'],en,7.2,145,32.721,[35]
2098,Batman: The Animated Series,Batman: The Animated Series,"Batman: The Animated Series is an American animated television series based on the DC Comics superhero Batman. The series was widely praised for its thematic complexity, dark tone, artistic quality, and faithfulness to its title character's crime-fighting origins.",1992-09-05,['US'],en,8.3,363,31.824,"[16, 18, 9648, 10759]"
79240,Swamp Thing,Swamp Thing,"CDC researcher Abby Arcane investigates what seems to be a deadly swamp-born virus in a small town in Louisiana but she soon discovers that the swamp holds mystical and terrifying secrets. When unexplainable and chilling horrors emerge from the murky marsh, no one is safe.",2019-05-31,['US'],en,6.8,93,27.368,"[9648, 10765, 18]"
62710,Blindspot,Blindspot,"A vast international plot explodes when a beautiful Jane Doe is discovered naked in Times Square, completely covered in mysterious, intricate tattoos with no memory of who she is or how she got there. But there's one tattoo that is impossible to miss: the name of FBI agent Kurt Weller, emblazoned across her back. ""Jane,"" Agent Weller and the rest of the FBI quickly realize that each mark on her body is a crime to solve, leading them closer to the truth about her identity and the mysteries to be revealed.",2015-09-21,['US'],en,6.5,679,37.998,"[28, 80, 18]"
83949,Treadstone,Treadstone,"The Treadstone project, having created super spy Jason Bourne, turns its attention on a new protocol to develop unstoppable superhuman assassins.",2019-10-15,['US'],en,7.6,40,28.078,[10759]
3022,Rugrats,Rugrats,"Rugrats is an American animated television series created by Arlene Klasky, Gábor Csupó, and Paul Germain for Nickelodeon. The show focuses on a group of toddlers, most prominently Tommy, Chuckie, Phil, Lil, and Angelica, and their day-to-day lives, usually involving common life experiences that become adventures in the babies' imaginations. Adults in the series are almost always unaware of what the children are up to; however, this only provides more room for the babies to explore and discover their surroundings.",1991-08-11,['US'],en,7.2,185,25.642,"[16, 10751]"
96162,Itaewon Class,이태원 클라쓰,"On the first day of attending his new high school, Park Sae Roy gets into trouble after punching Jang Geun Won, who had been bullying a fellow classmate. Jang Dae Hee, the father of Jang Geun Won, is the CEO of the restaurant business Jagga, and the boss of Park Sae Roy father. After refusing to apologize for punching Jang Geun Won, Park Sae Roy father is fired, and he is ultimately expelled from school. Soon after, a tragic accident, caused by Jang Geun Won, takes place and Park Sae Ro Yoy’s father dies. Heartbroken and angry at his loss, Park Sae Roy viciously beats Jang Geun Won, earning himself time in prison. Deciding to take revenge upon the Jagga compony and the Jang family, Park Sae Roy opens his own restaurant in Itaewon, Seoul.",2020-01-31,['KR'],ko,5.0,2,28.465,[18]
60622,Fargo,Fargo,"A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",2014-04-15,['US'],en,8.3,1163,21.165,"[80, 18]"
4573,Late Night with Conan O'Brien,Late Night with Conan O'Brien,"Late Night with Conan O'Brien is an American late-night talk show hosted by Conan O'Brien that aired 2,725 episodes on NBC between 1993 and 2009. The show featured varied comedic material, celebrity interviews, and musical and comedy performances. Late Night aired weeknights at 12:37 am Eastern/11:37 pm Central and 12:37 am Mountain in the United States. From 1993 until 2000, Andy Richter served as O'Brien's sidekick; following his departure, O'Brien was the show's sole featured performer. The show's house musical act was The Max Weinberg 7, led by E Street Band drummer Max Weinberg.

The second incarnation of NBC's Late Night franchise, O'Brien's debuted in 1993 after David Letterman, who hosted the first incarnation of Late Night, moved to CBS to host Late Show opposite The Tonight Show. In 2004, as part of a deal to secure a new contract, NBC announced that O'Brien would leave Late Night in 2009 to succeed Jay Leno as the host of The Tonight Show. Jimmy Fallon began hosting his version of Late Night on March 2, 2009.",1993-09-13,['US'],en,7.5,70,9.051,"[35, 10767]"
1054,The Young and the Restless,The Young and the Restless,"The rivalries, romances, hopes and fears of the residents of the fictional Midwestern metropolis, Genoa City. The lives and loves of a wide variety of characters mingle through the generations, dominated by the Newman, Abbott, Baldwin and Winters families.",1973-08-10,['US'],en,5.7,55,6.302,[10766]
61889,Marvel's Daredevil,Marvel's Daredevil,Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,2015-04-10,['US'],en,7.8,1529,29.05,"[28, 80]"
62649,Superstore,Superstore,"A hilarious workplace comedy about a unique family of employees at a super-sized mega store. From the bright-eyed newbies and the seen-it-all veterans to the clueless summer hires and the in-it-for-life managers, together they hilariously tackle the day-to-day grind of rabid bargain hunters, riot-causing sales and nap-worthy training sessions.",2015-11-30,['US'],en,7.0,124,26.17,[35]
86850,Dracula,Dracula,"Transylvania, 1897. The blood-drinking Count Dracula is drawing his plans against Victorian London. And be warned: the dead travel fast.",2020-01-01,['GB'],en,7.3,86,21.544,"[18, 10765]"
4419,Real Time with Bill Maher,Real Time with Bill Maher,"Each week Bill Maher surrounds himself with a panel of guests which include politicians, actors, comedians, musicians and the like to discuss what's going on in the world.",2003-02-21,['US'],en,6.1,113,22.615,"[35, 10767]"
40712,Die Fallers – Eine Schwarzwaldfamilie,Die Fallers – Eine Schwarzwaldfamilie,Die Fallers – Eine Schwarzwaldfamilie is a German television series.,1994-09-25,['DE'],de,0.0,0,2.045,[10751]
67116,Lethal Weapon,Lethal Weapon,A slightly unhinged former Navy SEAL lands a job as a police officer in Los Angeles where he's partnered with a veteran detective trying to keep maintain a low stress level in his life.,2016-09-21,['US'],en,7.2,391,31.263,"[80, 18, 10759]"
4333,The Saint,The Saint,"Simon Templar is The Saint, a handsome, sophisticated, debonair, modern-day Robin Hood who recovers ill-gotten wealth and redistributes it to those in need.",1962-10-04,['GB'],en,7.1,40,16.78,"[35, 10759]"
10957,Australian Survivor,Australian Survivor,"Australian Survivor sees 24 tough and tenacious people marooned on a tropical island with little more than the clothes on their backs and the drive to be the sole survivor. Contestants are deprived of basic comforts and must build their own shelter, light their own fires, gather their own food and fend for themselves.",2002-02-13,['AU'],en,7.1,9,27.91,[10764]
2426,Angel,Angel,"The vampire Angel, cursed with a soul, moves to Los Angeles and aids people with supernatural-related problems while questing for his own redemption. A spin-off from Buffy the Vampire Slayer.",1999-10-05,['US'],en,7.7,289,24.202,[18]
12637,Rebelde,Rebelde,"Rebelde is a Mexican telenovela produced by Televisa and created by Cris Morena. It is a remake of a famous Argentine series Rebelde Way adapted for the Mexican audience therefore leading to differences in characters' backgrounds. The series ran for three seasons, the final episode airing in Mexico on June 2, 2006. Rebelde was replaced in June 2006 with Televisa's new series Código Postal.

The series is set at the Elite Way School, a prestigious private boarding high school in Mexico City with a major plot line revolving around a group of students forming a pop band. Additional subplots involve the school's faculty and the students' parents. One trademark of the show is the random use of English words and phrases, often used by fresa characters.

A notable aspect of the series is that the actors playing the bandmembers are themselves in an actual band named RBD, and perform most of the music used on the show. They have been extremely successful in their own right, becoming one of the most popular acts in Latin America and touring internationally.

Rebelde began airing March 21, 2005 and ended on December 15, 2006. The show was also transmitted in 65 other countries, including Serbia, Peru, Romania on Acasa TV, Brazil, Spain on Antena 3, Slovenia, Bulgaria and from September 2009 in Slovakia on TV Doma, in Croatia on Nova TV and in Albania on Vizion Plus.",2004-10-04,['MX'],es,7.1,16,16.345,"[35, 10766, 18]"
60694,Last Week Tonight with John Oliver,Last Week Tonight with John Oliver,"A half-hour satirical look at the week in news, politics and current events.",2014-04-27,['US'],en,7.9,316,23.516,"[10767, 35]"
77753,Desmontando la Historia,Desmontando la Historia,,2017-01-22,[],es,1.0,1,36.161,[]
86184,Singardaan,Singardaan,"Gupta Ji falls in love with Shabnam, a prostitute. She has a makeup box. When Shabnam dies, Guptaji takes the box to his home. The box turns his wife and daughter into a prostitute. How he will save his wife and daughter and how would he get away with the box? Watch this tale, full of magic, lust and suspense, Singardaan.",2019-01-20,['IN'],hi,0.0,0,18.219,[18]
31132,Regular Show,Regular Show,"Two bored groundskeepers, Mordecai (a six-foot-tall blue jay) and Rigby (a hyperactive raccoon) are best friends who spend their days trying to entertain themselves by any means necessary, much to the displeasure of their boss. Their everyday pursuits often lead to things spiraling out of control and into the surreal.",2010-09-06,['US'],en,7.7,125,20.775,"[12, 16, 35]"
57041,Gintama,銀魂,"The Amanto, aliens from outer space, have invaded Earth and taken over feudal Japan. As a result, a prohibition on swords has been established, and the samurai of Japan are treated with disregard as a consequence.

However one man, Gintoki Sakata, still possesses the heart of the samurai, although from his love of sweets and work as a yorozuya, one might not expect it. Accompanying him in his jack-of-all-trades line of work are Shinpachi Shimura, a boy with glasses and a strong heart, Kagura with her umbrella and seemingly bottomless stomach, as well as Sadaharu, their oversized pet dog. Of course, these odd jobs are not always simple, as they frequently have run-ins with the police, ragtag rebels, and assassins, oftentimes leading to humorous but unfortunate consequences.",2006-04-04,['JP'],ja,7.9,43,21.666,"[16, 35, 10759, 10765]"
66840,Bull,Bull,"Dr. Jason Bull is the brilliant, brash, and charming founder of a hugely successful trial consulting firm.",2016-09-20,['US'],en,6.9,157,26.689,"[80, 18]"
2022,The Batman,The Batman,"The Batman is an American animated television series produced by Warner Bros. Animation based on the DC Comics superhero Batman. It ran from September 11, 2004 to March 22, 2008, on the Saturday morning television block Kids' WB.

Although the series borrows many elements from previous Batman storylines, it does not follow the continuity set by the comic books, the film series, nor that of Batman: The Animated Series and its spin-offs. The character designs were provided by Jackie Chan Adventures artist Jeff Matsuda; he also directed the ending. The series won six Daytime Emmy Awards.",2004-09-11,['US'],en,7.5,64,26.482,"[16, 9648, 10759, 10765]"
1104,Mad Men,Mad Men,"Mad Men is set in the 1960s, initially at the fictional Sterling Cooper advertising agency on Madison Avenue in New York City, and later at the newly created firm, Sterling Cooper Draper Pryce, located nearby in the Time-Life Building, at 1271 Avenue of the Americas. According to the show's pilot, the phrase ""mad men"" was a slang term coined in the 1950s by advertisers working on Madison Avenue to refer to themselves. The focal point of the series is Don Draper, creative director at Sterling Cooper and a founding partner at Sterling Cooper Draper Pryce, and the people in his life, both in and out of the office. The plot focuses on the business of the agencies as well as the personal lives of the characters, regularly depicting the changing moods and social mores of the United States in the 1960s.",2007-07-19,['US'],en,8.1,510,24.714,[18]
3562,NOVA,NOVA,"PBS' premier science series helps viewers of all ages explore the science behind the headlines. Along the way, NOVA demystifies science and technology, and highlights the people involved in scientific pursuits.",1974-03-03,['US'],en,7.2,52,26.052,[99]
77199,Sword Art Online,Sword Art Online,"Live action adaptation of the Japanese light novel. Follow brilliant young beta tester Kirito and his group of friends when they are trapped - alongside 10,000 other people - in a next-generation virtual reality online role-playing game.",2020-12-31,['US'],en,0.0,0,30.186,"[18, 10759, 10765]"
61733,Empire,Empire,A powerful family drama about the head of a music empire whose three sons and ex-wife all battle for his throne.,2015-01-07,['US'],en,6.7,405,23.198,"[18, 10402]"
605,"Sabrina, the Teenage Witch","Sabrina, the Teenage Witch","On her sixteenth birthday, Sabrina Spellman discovers she has magical powers. She lives with her 600-year-old aunts Hilda and Zelda as well as talking cat Salem in the fictional town of Westbridge, Massachusetts.",1996-09-27,['US'],en,6.7,152,21.211,"[35, 10751, 10765]"
33880,The Legend of Korra,The Legend of Korra,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",2012-04-14,['US'],en,7.9,260,34.266,"[16, 18, 10751, 10759, 10765]"
1425,House of Cards,House of Cards,"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",2013-02-01,['US'],en,8.2,1265,28.156,[18]
34860,Nintama Rantarō,忍たま乱太郎,"Rantarō, Shinbei and Kirimaru are ninja  apprentices in the Ninja Gakuen, where first grade ones are called  ""Nintamas"". They must learn  everything a ninja must know, but as for our heroes, money, food or  playing are more interesting. The series show the everyday adventures of  our heroes.",1993-04-10,['JP'],ja,7.0,1,15.77,"[35, 10759]"
75758,Lost in Space,Lost in Space,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",2018-04-13,['US'],en,7.1,318,25.985,"[18, 10759, 10765]"
67744,Mindhunter,Mindhunter,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,2017-10-13,['US'],en,7.7,703,26.77,"[80, 18]"
96305,Sefirin Kızı,Sefirin Kızı,,2019-12-16,['TR'],tr,10.0,1,21.716,[18]
96402,"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",痛いのは嫌なので防御力に極振りしたいと思います。,"Honjou Kaede is invited by her friend Shiramine Risa to play a virtual reality MMO game with her. While Kaede doesn't dislike games, what she really, truly dislikes is being in pain. She creates a character named Maple, and decides to put all her points in VIT to minimize pain. As a result, she moves slowly, can't use magic, and even a rabbit can get the best of her. But as it turns out, she acquires a skill known as ""Absolute Defense"" as a result of her pumping points into VIT, as well as a ""Counter Skill"" that works against special moves. Now, with her ability to nullify all damage, she goes on adventures.",2020-01-08,['JP'],ja,9.5,2,30.054,"[16, 35, 10759, 10765]"
